id,name,streetAddress,city,state,zipCode,telephone,website,priceRange,category,ratingValue,neighborhood,Takes Reservations,Delivery,Take-out,Accepts Credit Cards,Good For,Parking,Attire,Ambience,Alcohol,Outdoor Seating,Wi-Fi,Waiter Service,Caters 
7708,Bahn Thai,4646 Park Blvd Ste 3,San Diego,CA,92116,(619) 299-6363,bahnthai.net,$,Thai;Vegetarian,4.5,University Heights,No,No,Yes,Yes,Dinner,Street,Casual,Casual,No,Yes,No,No,No
7709,Miramar Cafe,7128 Miramar Rd Ste 8,San Diego,CA,92121,(858) 695-9167,miramarcafe.com,$,Greek;Mexican;American (Traditional),4.0,Miramar,,Yes,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,No,Free,Yes,Yes
7710,Ariana Cuisine,11261 Camino Ruiz,San Diego,CA,92126,(858) 577-0566,,$,Mediterranean;Afghan;Halal,5.0,Mira Mesa; Torrey Hills,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,No,Yes
7711,98 Bottles,2400 Kettner Blvd,San Diego,CA,92101,(619) 255-7885,98bottlessd.com,$$,Lounges;Music Venues;Gastropubs,4.0,Little Italy,No,No,Yes,Yes,Dessert,Street,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
7712,Cocina 35,1435 6th Ave,San Diego,CA,92101,(858) 309-5461,cocina35.com,$,Mexican,4.5,Downtown,No,Yes,Yes,Yes,Brunch,Street,Casual,Casual,No,Yes,Free,No,Yes
7713,Neighborhood,777 G St,San Diego,CA,92101,(619) 446-0002,neighborhoodsd.com,$$,American (New);Lounges;Gastropubs,4.0,East Village,No,No,Yes,Yes,Dinner,Street,Casual,Hipster,Full Bar,Yes,Free,Yes,No
7714,Kyoto Sushi,3166 Midway Dr Ste 108,San Diego,CA,92110,(619) 223-7798,kyotosushimidway.com,$$,Sushi Bars,4.5,Midway,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,No
7715,The Safehouse,2930 University Ave,San Diego,CA,92104,(619) 458-9200,thesafehousenp.com,$$,Bars;Ramen,3.5,North Park,No,Yes,Yes,Yes,Brunch; Dinner; Late Night,Garage,Casual,Divey,Beer & Wine Only,Yes,Free,Yes,No
7716,Pizzeria Luigi,2121 El Cajon Blvd,San Diego,CA,92104,(619) 294-9417,pizzerialuigi.com,$,Pizza;Salad;Italian,4.0,North Park,No,Yes,Yes,No,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
7717,Thang Thang,7905 Engineer Rd,San Diego,CA,92111,(858) 569-1582,,$$,"Korean;Beer, Wine & Spirits",3.5,Kearny Mesa,Yes,No,Yes,Yes,Late Night,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,No
7718,Woody’s Breakfast and Burgers,4111 Ocean Blvd,San Diego,CA,92109,(858) 273-9663,thewoodgroupsd.com/woodys,$,American (Traditional);Burgers;Breakfast & Brunch,4.0,Pacific Beach,No,No,Yes,Yes,Breakfast,Street,Casual,Casual,No,Yes,No,No,No
7719,O’Bistro Café,4934 Voltaire St,San Diego,CA,92107,(619) 223-2202,obistrocafe.com,$$,American (New);Modern European;Breakfast & Brunch,4.0,Ocean Beach,Yes,No,Yes,Yes,Brunch; Lunch; Dinner,Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,Yes
7720,Maritza’s Mexican Food Restaurant,3582 Mount Acadia Blvd Ste D,San Diego,CA,92111,(858) 279-8866,,$,Mexican,4.5,Clairemont,No,No,Yes,No,Lunch,Private Lot,Casual,Casual,No,No,No,No,Yes
7721,High Dive Bar And Grill,1801 Morena Blvd,San Diego,CA,92110,(619) 275-0460,highdivesd.com,$$,American (Traditional);Sports Bars,4.0,Bay Park,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Full Bar,Yes,Free,Yes,No
7722,Legacy Brewing Tap and Kitchen,7060 Miramar Rd Ste 100 (in back parking lot),San Diego,CA,92121,(858) 695-9953,legacybrewingtapandkitchen.com,$$,Breweries;American (New),4.5,Miramar,Yes,No,Yes,Yes,Brunch,Private Lot,Casual,Divey,Beer & Wine Only,Yes,Free,Yes,Yes
7723,Harvest Taco Shop,9350 Clairemont Mesa Blvd,San Diego,CA,92123,(858) 277-6614,,$,Mexican,4.0,Kearny Mesa,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,No,Yes
7724,The Promiscuous Fork,3801 Ingraham St,San Diego,CA,92109,(858) 581-3663,thepromiscuousfork.com,$$,American (New),3.5,Pacific Beach,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,Free,No,Yes
7725,7 Cafe,1152 7th Ave,San Diego,CA,92101,(619) 702-2233,,$,Desserts;Sandwiches;Breakfast & Brunch,4.5,Downtown,No,No,Yes,Yes,Breakfast,Street,Casual,Casual,No,Yes,Free,No,Yes
7726,Pizzeria Bruno Napoletano,4207 Park Blvd,San Diego,CA,92103,(619) 260-1311,pizzeriabrunosd.com,$$,Pizza;Italian,4.0,North Park,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,Yes,No,Yes,No
7727,Mariscos Mi Gusto Es,1531 Broadway,San Diego,CA,92101,(619) 931-9790,,$,Mexican;Food Trucks,5.0,East Village,No,No,Yes,No,Brunch,Street,Casual,Divey,No,Yes,No,No,No
7728,Pho Hut & Grill,5252 Balboa Ave Ste 101B,San Diego,CA,92117,(858) 384-6753,,$,Vietnamese,4.0,Clairemont,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,No
7729,DiMille’s Italian Restaurant,3492 Adams Ave,San Diego,CA,92116,(619) 283-3153,dimilles.com,$$,Pizza;Italian;Breakfast & Brunch,3.5,Normal Heights,Yes,Yes,Yes,Yes,Dinner,Street; Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,Yes
7730,Influx,750 W Fir St Ste 105,San Diego,CA,92101,(619) 255-0735,influxcafe.com,$,Coffee & Tea;Bagels;Sandwiches,4.0,Little Italy,No,No,Yes,Yes,Breakfast,Street,Casual,Casual,No,Yes,Free,No,No
7731,Lucky’s Lunch Counter,338 7th Ave,San Diego,CA,92101,(619) 255-4782,luckyslunchcounter.com,$,Breakfast & Brunch;Sandwiches;American (Traditional),4.0,Gaslamp; East Village,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
7732,Homestyle Hawaiian,3445 Midway Dr,San Diego,CA,92110,(619) 222-7726,homestylehawaiian.com,$,Hawaiian,3.5,Midway,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,No,Yes
7733,Prepkitchen Little Italy,1660 India St,San Diego,CA,92101,(619) 398-8383,wnlhosp.com,$$,American (New),4.0,Little Italy,Yes,No,Yes,Yes,Dinner,Street,Casual,Trendy,Full Bar,No,Free,Yes,No
7734,Dino’s Gyros,4705 Clairemont Dr,San Diego,CA,92117,(858) 274-1619,,$,Greek,4.0,Clairemont,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
7735,Stella Public House,1429 Island Ave,San Diego,CA,92101,(619) 234-0808,stellapublichousesd.com,$$,Pizza;Gastropubs,4.5,East Village,No,No,Yes,Yes,Dinner,Street,Casual,Hipster,Full Bar,Yes,Free,Yes,No
7736,La Miche Kabobgee,9350 Clairemont Mesa Blvd,San Diego,CA,92123,(858) 565-1165,lamichekabobgee.com,$$,Lebanese;Mediterranean,4.5,Kearny Mesa,Yes,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
7737,Clem’s Tap House,4108 Adams Ave,San Diego,CA,92116,(619) 255-4526,clemsbottlehouse.com,$$,Bars;Delis,4.5,Kensington,No,No,No,Yes,,Street,Casual,Casual,Beer & Wine Only,Yes,No,Yes,No
7738,Roberto’s Taco Shop Clairemont,3095 Clairemont Dr Ste C,San Diego,CA,92117,(619) 276-0305,robertostacoshop.com,$,Mexican,4.0,Clairemont; Bay Park,No,No,Yes,Yes,Late Night,Private Lot,Casual,Casual,No,Yes,No,No,No
7739,Brigantine,2725 Shelter Island Dr,San Diego,CA,92106,(619) 224-2871,brigantine.com,$$,Seafood,4.0,Point Loma,Yes,,,Yes,Dinner,Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,Yes
7740,Caffe Primo,1330 Market St,San Diego,CA,92101,(619) 798-3488,iloveprimo.com/san-diego,$$,Italian;American (New);Wine Bars,4.0,East Village,Yes,No,Yes,Yes,Brunch,Street,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,Yes
7741,Sushi Tadokoro,2244 San Diego Ave Ste C,San Diego,CA,92110,(619) 297-0298,sushitadokoro.com,$$$,Sushi Bars;Japanese,4.5,Old Town,Yes,No,Yes,Yes,Dinner,Street; Private Lot,Casual,Intimate,Beer & Wine Only,No,No,Yes,No
7742,Parq Restaurant,615 Broadway,San Diego,CA,92101,(619) 727-6789,parqsd.com/restaurant,$$$,American (New),4.0,Gaslamp; East Village,Yes,No,No,Yes,Dessert,Valet; Street,Dressy,Classy,Full Bar,No,No,Yes,No
7743,Sundara,1774 Sunset Cliffs Blvd,San Diego,CA,92107,(619) 889-0639,sundaracuisine.com,$$,Indian,4.5,Point Loma; Ocean Beach,No,Yes,Yes,Yes,Dinner,Street; Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,Yes,Yes
7744,Zymology 21,750 5th Ave,San Diego,CA,92101,(619) 546-9321,zymology21.com,$$,Cocktail Bars;Breakfast & Brunch;American (New),4.0,Gaslamp,No,No,No,Yes,Brunch,Street,Casual,Trendy,Full Bar,Yes,Free,Yes,No
7745,Chris’ Ono Grinds Island Grill,4506 30th St,San Diego,CA,92116,(619) 269-9962,onogrindsgrill.com,$$,Hawaiian,4.0,University Heights,No,No,Yes,Yes,Lunch,Street,Casual,Divey,Beer & Wine Only,Yes,No,No,Yes
7746,George’s Fish Bucket,6030 Santo Rd Ste G,San Diego,CA,92124,(858) 715-0221,georgesfishbucket.com,$$,Seafood,4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,Yes
7747,Taste of the Himalayas,3185 Midway Dr,San Diego,CA,92110,(619) 866-6922,tasteofthehimalayassandiego.c…,$$,Indian;Himalayan/Nepalese,4.0,Midway,No,No,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
7748,Mom & Dom’s Pizza,5025 Shawline St,San Diego,CA,92111,(858) 292-1511,momanddomspizza.com,$,Pizza;Salad;Italian,4.5,Kearny Mesa,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,No,No,No,Yes
7749,Bleu Bohéme,4090 Adams Ave,San Diego,CA,92116,(619) 255-4167,bleuboheme.com,$$$,French;Modern European;Breakfast & Brunch,4.0,Kensington,Yes,No,No,Yes,Dinner,Street; Private Lot,Casual,Romantic,Full Bar,Yes,No,Yes,No
7750,Proud Mary’s Southern Bar and Grill,5550 Kearny Mesa Rd,San Diego,CA,92111,(858) 278-0800,proudmaryssd.com,$$,Cajun/Creole;Bars;Jazz & Blues,3.5,Kearny Mesa,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
7751,94th Aero Squadron,8885 Balboa Ave,San Diego,CA,92123,(858) 560-6771,94thaerosquadron.signonsandie…,$$,American (Traditional);Breakfast & Brunch,3.5,Kearny Mesa,Yes,No,Yes,Yes,Brunch,Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,Yes
7752,Super Wok,4468 Ingraham St,San Diego,CA,92109,(858) 270-4859,superwokpb.com,$,Chinese;Soup,3.5,Pacific Beach,No,No,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Casual,No,No,No,No,No
7753,Native Foods Cafe,Genesee Plaza 5604 Balboa Ave,San Diego,CA,92111,(858) 278-2855,nativefoods.com,$$,Gluten-Free;Vegan;Vegetarian,4.0,Clairemont,No,No,Yes,Yes,Brunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
7754,Mr. Moto Pizza House,4653 Mission Blvd,San Diego,CA,92109,(858) 490-0501,mrmotopizza.com,$,Pizza;Italian,4.5,Pacific Beach,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,Yes,Free,No,Yes
7755,Chocolat Hillcrest,3896 5th Ave,San Diego,CA,92103,(619) 574-8500,chocolat-hillcrest.com,$$,Desserts;Gelato;Breakfast & Brunch,4.0,Hillcrest,Yes,No,Yes,Yes,Dessert,Street,Casual,Trendy,Beer & Wine Only,No,Free,Yes,No
7756,The Whiskey House,420 3rd Ave,San Diego,CA,92101,(619) 546-6289,thewhiskeyhousesd.com,$$,Cocktail Bars;Gastropubs;Tapas Bars,4.5,,No,No,No,Yes,Late Night,Street,Casual,Trendy,Full Bar,Yes,Free,Yes,No
7757,Classic Rock Sandwich Shoppe,3042 N Park Way,San Diego,CA,92104,(619) 692-1969,sandwichessandiego.com,$,Sandwiches,4.5,North Park,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,Yes,No,No,Yes
7758,Swami’s Cafe,2920 University Ave,San Diego,CA,92104,(619) 269-3797,swamiscafenorthpark.com,$$,Breakfast & Brunch;Cafes;American (New),4.0,North Park,No,No,Yes,Yes,Brunch,Street,Casual,Casual,Beer & Wine Only,Yes,Free,No,No
7759,Gaslamp Strip Club,340 5th Ave,San Diego,CA,92101,(619) 231-3140,cohnrestaurants.com/gaslampst…,$$,Steakhouses;Bars,4.0,Gaslamp,Yes,No,No,Yes,Dinner,Valet; Street,Casual,Trendy,Full Bar,Yes,Free,Yes,No
7760,Alta Marea,4286 Cass St,San Diego,CA,92109,(858) 272-7247,altamareasd.com,$$,Italian;Pizza;Seafood,5.0,Pacific Beach,Yes,No,Yes,Yes,Dinner,Street,Casual,Intimate,No,Yes,No,Yes,Yes
7761,Hoboken Pizza & Beer Joint,1459 Garnet Ave,San Diego,CA,92109,(858) 270-7766,hobokenpizza.com,$,Pizza;Italian,4.0,Pacific Beach,No,Yes,Yes,Yes,Dinner; Late Night,Street,Casual,Casual,Beer & Wine Only,No,No,No,No
7762,Pampas Argentine Grill,8690 Aero Dr Ste 105,San Diego,CA,92123,(858) 278-5971,pampasrestaurant.com,$$,Argentine,4.0,Serra Mesa,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Romantic,Full Bar,No,No,Yes,Yes
7763,Yesenia’s Mexican and Seafood,8199 Clairemont Mesa Blvd Ste C,San Diego,CA,92111,(858) 277-1304,yeseniasmexicanfood.com,$,Mexican,4.0,Kearny Mesa,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,
7764,Park Place Cafe,625 6th Ave,San Diego,CA,92101,(619) 230-1264,,$,Cafes;Coffee & Tea,4.5,Gaslamp; East Village,No,No,Yes,Yes,Breakfast,Street,Casual,Casual,No,Yes,Free,No,No
7765,OB Noodle House Bar 1502,4993 Niagara Ave,San Diego,CA,92107,(619) 255-9858,,$$,Asian Fusion;Vietnamese;Cocktail Bars,4.0,Point Loma; Ocean Beach,Yes,No,Yes,Yes,Brunch,Street,Casual,Casual,Full Bar,Yes,No,Yes,Yes
7766,Samba Brazilian Cuisine,819 C Street,San Diego,CA,92101,(619) 239-1220,,$,Brazilian,4.5,East Village,No,No,Yes,Yes,Brunch,,Casual,Divey,No,Yes,Free,No,No
7767,Gordon Biersch Brewery Restaurant,5010 Mission Ctr Rd,San Diego,CA,92108,(619) 688-1120,,$$,Breweries;American (New),3.0,,Yes,No,Yes,Yes,Lunch; Dinner,Valet; Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
7768,Urbane Cafe,6765 Mira Mesa Blvd.,San Diego,CA,92121,(858) 247-5005,urbanecafe.com,$,Sandwiches,4.5,Mira Mesa,No,No,Yes,Yes,Brunch,Private Lot,Casual,Casual,No,Yes,No,No,Yes
7769,Cowboy Star,640 10th Ave,San Diego,CA,92101,(619) 450-5880,thecowboystar.com,$$$,Steakhouses;American (Traditional),4.0,East Village,Yes,No,No,Yes,Dinner,Street,Casual,Classy,Full Bar,No,Free,Yes,No
7770,The Mission,1250 J St,San Diego,CA,92101,(619) 232-7662,themissionsd.com,$$,Breakfast & Brunch,4.0,East Village,No,No,Yes,Yes,Breakfast,Street,Casual,Casual,Beer & Wine Only,Yes,No,Yes,No
7771,Crazee Burger,3993 30th St,San Diego,CA,92104,(619) 282-6044,crazeeburger.com,$$,Burgers;Salad,4.0,North Park,No,No,Yes,Yes,Lunch,Street,Casual,Hipster,Beer & Wine Only,Yes,Free,No,No
7772,Indigo Grill,1536 India St,San Diego,CA,92101,(619) 234-6802,cohnrestaurants.com/indigogri…,$$,Tapas/Small Plates;American (New);Latin American,4.0,Little Italy,Yes,No,Yes,Yes,Dinner,Valet; Street,Casual,Hipster,Full Bar,Yes,Free,Yes,Yes
7773,Café On Park,3831 Park Blvd,San Diego,CA,92103,(619) 293-7275,cafeonpark.com,$$,Breakfast & Brunch,4.0,North Park,No,No,Yes,Yes,Breakfast,Street,Casual,Casual,Full Bar,No,No,Yes,No
7774,Tacos Perla,3000 Upas St Ste 105,San Diego,CA,92104,(619) 795-0700,tacosperla.com,$,Mexican,4.0,North Park,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,No,No,No
7775,Cannonball,3105 Ocean Front Walk,San Diego,CA,92190,(858) 228-9304,cannonballsd.com,$$,Sushi Bars;Cocktail Bars,4.0,,Yes,No,No,Yes,Dinner,Street,Casual,Trendy,Full Bar,Yes,No,Yes,No
7776,Andiamo Restaurant,5950 Santo Rd,San Diego,CA,92124,(858) 277-3501,andiamo-ristorante.com,$$,Italian,4.0,Tierrasanta,Yes,,Yes,Yes,Dinner,Street; Private Lot,Casual,Romantic,Full Bar,Yes,No,Yes,Yes
7777,Comun Kitchen & Tavern,935 J St,San Diego,CA,92101,(619) 358-9707,comunsd.com,$$,Mexican;Bars;Mediterranean,4.0,East Village,Yes,No,Yes,Yes,Lunch,Street,Casual,Trendy,Full Bar,Yes,Free,Yes,Yes
7778,Mandarin Wok Restaurant,4227 Balboa Ave,San Diego,CA,92117,(858) 272-3972,mandarinwokrestaurant.com,$$,Chinese,4.0,Clairemont; Bay Park,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,No
7779,Tidal,Paradise Point Resort & Spa 1404 Vacation Rd,San Diego,CA,92109,(858) 490-6363,tidalsd.com,$$$,Seafood;Lounges,3.5,,Yes,No,No,Yes,Brunch; Dinner; Dessert,Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,No
7780,Stacked,7007 Friars Rd Ste 356,San Diego,CA,92108,(619) 225-7900,stacked.com,$$,Burgers;Pizza;American (Traditional),4.0,Linda Vista,No,No,Yes,Yes,Lunch,Garage,Casual,Casual,Full Bar,No,Free,Yes,No
7781,Bagatelle Cafe & Bistro,7094 Miramar Rd,San Diego,CA,92121,(858) 577-0081,,$$,Sandwiches;Breakfast & Brunch;French,4.0,Miramar,No,No,Yes,Yes,Brunch,Private Lot,Casual,,Beer & Wine Only,Yes,No,Yes,No
7782,Oscar’s Mexican Seafood,703 Turquoise St,San Diego,CA,92109,(858) 488-6392,oscarsmexicanseafood.com/turq…,$,Mexican;Seafood,4.5,La Jolla,No,No,Yes,No,Lunch,Street,Casual,Casual,No,Yes,No,No,No
7783,Social Life Pizza,6011 El Cajon Blvd,San Diego,CA,92115,(619) 265-2700,sociallifepizza.com,$,Pizza,4.0,Rolando,No,No,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,No,No
7784,Brabant Bar & Cafe,2310 30th St,San Diego,CA,92104,(619) 516-5100,brabantcafe.com/?nr=0,$$,Bars;Belgian,4.0,South Park; Golden Hill,No,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,Yes,Free,Yes,No
7785,Offshore Tavern & Grill,2253 Morena Blvd,San Diego,CA,92110,(619) 276-2253,OffshoreTavern.com,$$,Sports Bars;American (Traditional),3.5,Bay Park,Yes,No,Yes,Yes,Lunch; Dinner,Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
7786,Tender Greens,4545 La Jolla Village Dr,San Diego,CA,92122,(858) 455-9395,tendergreens.com,$$,American (New),4.0,University City,No,No,Yes,Yes,Lunch,Garage; Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
7787,Urban Solace,3823 30th St,San Diego,CA,92104,(619) 295-6464,urbansolace.net,$$,American (New);Wine Bars,4.0,North Park,Yes,No,Yes,Yes,Dinner,Garage; Street,Casual,Trendy,Full Bar,Yes,Free,Yes,No
7788,Dae Jang Keum Korean BBQ,7905 Engineer Rd,San Diego,CA,92111,(858) 573-2585,daejangkeumkoreanbbqmenu.info,$$,Korean;Barbeque,4.0,Kearny Mesa,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,No
7789,Pappalecco,1602 State St,San Diego,CA,92101,(619) 238-4590,pappalecco.com,$,Sandwiches;Coffee & Tea;Gelato,4.5,Little Italy,No,No,Yes,Yes,Breakfast; Dessert,Street,Casual,Casual,No,Yes,Free,No,No
7790,Tigris Mediterranean Grille,5285 Overland Ave Ste 102,San Diego,CA,92123,(858) 576-9999,tigrisgrille.com,$,Mediterranean,4.0,Kearny Mesa,No,Yes,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
7791,Deli Sushi & Desserts,8680 Miralani Dr Ste 122,San Diego,CA,92126,(858) 609-9586,delisd.com,$,Desserts;Sushi Bars,4.5,,Yes,No,Yes,No,Lunch,Private Lot,Casual,Divey,Beer & Wine Only,No,Free,No,Yes
7792,Lolitas Mexican,202 Park Blvd,San Diego,CA,92101,(619) 269-6055,lolitasmexicanfood.com,$,Mexican,4.0,East Village,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,No,No,No,Yes
7793,San Diego Cellars,2215 Kettner Blvd,San Diego,CA,92101,(619) 269-9463,sdcellars.com,$$,American (New);Wine Bars,4.5,Little Italy,Yes,No,Yes,Yes,,Street,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,No
7794,Charisma Cucina Italiana,142 University Ave,San Diego,CA,92103,(619) 209-3636,charismacucinaitaliana.com,$$,Italian,4.5,Hillcrest,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,Yes,No,Yes,Yes
7795,Chaba Thai Kitchen,8010 Clairemont Mesa Blvd,San Diego,CA,92111,(858) 503-7777,chabathaikitchen.com,$,Thai,4.5,Kearny Mesa,Yes,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,Free,Yes,No
7796,Isola Pizza Bar,1526 India St,San Diego,CA,92101,(619) 255-4230,isolapizzabar.com,$$,Pizza;Italian;Wine Bars,4.0,Little Italy,Yes,No,Yes,Yes,Dinner,Street,Casual,Trendy,Beer & Wine Only,Yes,No,Yes,No
7797,The Original Pancake House,3906 Convoy St,San Diego,CA,92111,(858) 565-1740,originalpancakehouse.com,$$,Breakfast & Brunch,4.0,Kearny Mesa,No,No,Yes,Yes,Breakfast,Private Lot,Casual,Casual,No,No,No,Yes,No
7798,Stone Oven,7007 Friars Rd,San Diego,CA,92108,(619) 688-2631,enjoystoneoven.com,$,Sandwiches;Salad,4.0,Linda Vista,No,No,Yes,Yes,Lunch,Garage,Casual,Casual,No,Yes,No,No,Yes
7799,Brian’s 24,828 6th Ave,San Diego,CA,92101,(619) 363-4577,brians24.com,$$,American (New);Breakfast & Brunch,3.5,Gaslamp,No,No,Yes,Yes,Breakfast,Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
7800,Christopher’s On Congress,2539 Congress St Ste A,San Diego,CA,92110,(619) 450-4154,christophersoncongress.com,$$,American (New);Wine Bars,4.5,Old Town,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,No
7801,Rustic Root,535 5th Ave,San Diego,CA,92101,(619) 232-1747,rusticroot.com,$$,Cocktail Bars;American (New),4.0,Gaslamp,Yes,No,Yes,Yes,Brunch; Dessert,Valet; Street,Casual,Trendy,Full Bar,Yes,Free,Yes,No
7802,Urbane Cafe,5375 Napa St,San Diego,CA,92110,(619) 543-9700,urbanecafe.com,$,Sandwiches,4.5,Linda Vista,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,Yes,No,No,Yes
7803,Aladdin Cafe,5420 Clairemont Mesa Blvd Ste 101,San Diego,CA,92117,(858) 573-0000,aladdincafe.com,$$,Mediterranean;Lebanese,4.0,Clairemont,Yes,No,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,Yes,Yes
7804,Point Loma Seafoods,2805 Emerson St,San Diego,CA,92106,(619) 223-1109,pointlomaseafoods.com,$$,Seafood,4.0,Point Loma; Fleetridge,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,No
7805,Simply Fresh,4637 Market St,San Diego,CA,92102,(858) 337-6993,,$,Sandwiches;Salad;Food Trucks,4.0,Golden Hill,No,Yes,Yes,Yes,Dinner; Late Night,Street,Casual,Casual,No,No,No,No,Yes
7806,Min Sok Chon,4620 Convoy St Ste D & E,San Diego,CA,92111,(858) 560-8168,,$$,Korean;Bars;Karaoke,3.5,Kearny Mesa,Yes,No,Yes,Yes,Late Night,Private Lot,Casual,Casual,Full Bar,No,No,Yes,No
7807,Big Front Door,4135 Park Blvd,San Diego,CA,92103,(619) 255-4100,bfdsandiego.com,$$,Delis;Sandwiches,4.5,North Park,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
7808,Tropical Star Restaurant & Specialty Market,6163 Balboa Ave,San Diego,CA,92111,(858) 874-7827,tropicalstarrestaurant.com,$,Grocery;Latin American,4.0,Clairemont,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,Yes,No,No,Yes
7809,The Patio on Lamont Street,4445 Lamont St,San Diego,CA,92109,(858) 412-4648,thepatioonlamont.com,$$,Breakfast & Brunch;American (New),4.0,Pacific Beach,Yes,No,Yes,Yes,Brunch,Valet; Street,Casual,Trendy,Full Bar,Yes,Free,Yes,No
7810,Con Pane Rustic Breads & Cafe,2750 Dewey Rd Ste 105,San Diego,CA,92106,(619) 224-4344,,$,Bakeries;Coffee & Tea;Sandwiches,4.5,Point Loma; Liberty Station,No,No,Yes,Yes,Lunch,Street,Casual,Casual,No,Yes,No,No,Yes
7811,Luna Grill,2245 Fenton Pkwy Ste 105,San Diego,CA,92108,(619) 516-5862,lunagrill.com,$$,Mediterranean,4.0,Mission Valley,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,No,Yes
7812,Lil’ Farmers Cafe,4240 Kearny Mesa Rd,San Diego,CA,92111,(858) 430-6553,lilfarmerscafe.com,$,Cafes,4.5,Kearny Mesa,No,No,Yes,Yes,Breakfast,Street; Private Lot,Casual,Casual,No,Yes,Free,No,Yes
7813,Mamma Lina’s,6491 Weathers Pl,San Diego,CA,92121,(858) 535-0620,,$,Italian;Specialty Food,4.5,Sorrento Valley,No,No,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,No,Yes,No,No,Yes
7814,La Playa Taco Shop,3973 Mission Blvd,San Diego,CA,92109,(858) 488-7405,,$,Mexican,4.5,,No,No,Yes,Yes,Lunch,Street,Casual,Casual,No,Yes,No,No,No
