ID,Title,Author,Hardcover,Paperback,NOOK_Book,Audiobook,ISBN_13_DUMMY,ISBN_13,Series,Publisher,Publication_Date,Sales_rank,Pages,Product_dimensions
777.html,Official Guide to Ancestry.com,George G Morgan# Susan Sherwood Parr,$37.95 ,$17.85 ,$9.99 ,,9.78159E+12,978-1593313197,,Turner Publishing Company,,"210,515",300,6.80(w) x 8.90(h) x 0.80(d)
778.html,ITIL For Dummies,Peter Farenden,,$26.19 ,$19.49 ,,9.78112E+12,978-1119950134,For Dummies Series,Wiley,,"210,529",392,7.20(w) x 9.10(h) x 0.90(d)
779.html,Microsoft Access 2013: Complete,Philip J. Pratt,,$105.42 ,,,9.78129E+12,978-1285169071,Shelly Cashman Series,Cengage Learning,,"210,538",600,8.50(w) x 10.70(h) x 1.00(d)
780.html,iPhone 6: Beginners Tutorial Guide,Mark Dawn,,$9.99 ,$3.99 ,,9.78151E+12,978-1505862409,,CreateSpace Publishing,,"210,561",36,5.00(w) x 8.00(h) x 0.07(d)
781.html,Wireshark 101: Essential Skills for Network Analysis,Laura Chappell,,,,,9.78189E+12,978-1893939721,,"Protocol Analysis Institute, Inc.",,"210,735",370,7.44(w) x 9.69(h) x 0.77(d)
782.html,WordPress Web Design For Dummies,Lisa Sabin-Wilson,,$19.14 ,$16.49 ,,9.78112E+12,978-1118546611,For Dummies Series,Wiley,,"273,414",384,7.30(w) x 9.00(h) x 0.80(d)
783.html,The Windows Command Line Beginner's Guide - Second Edition,Jonathan Moeller,,,,,2.94001E+12,294-0013385917,Computer Beginner's Guides,Jonathan Moeller,,"211,147",,
784.html,WORDS WITH FRIENDS GAME GUIDE,HSE,,,,,9.78163E+12,978-1634616911,,HSE,,"211,257",,
785.html,Here Comes Everybody: The Power of Organizing Without Organizations,Clay Shirky,,$12.42 ,$12.99 ,,9.78014E+12,978-0143114949,,Penguin Publishing Group,,"340,295",352,
786.html,Real Sound Synthesis for Interactive Applications,Perry R. Cook,,$44.08 ,,,9.78157E+12,978-1568811680,,Taylor & Francis,,"211,317",263,5.98(w) x 9.06(h) x (d)
787.html,Instant PLC Programming with RSLogix 5000,Austin Scott,,,,,9.78185E+12,978-1849698450,,Packt Publishing,,"212,109",,
788.html,"Dropbox In 30 Minutes, Second Edition",Ian Lamont,,,,,2.94015E+12,294-0149313907,,i30 Media Corporation,,"212,313",85,
789.html,"Facebook For Dummies, Pocket Edition, Pocket Edition",Carolyn Abram# Leah Pearlman,,$13.24 ,$2.99 ,,9.78112E+12,978-1118037782,For Dummies Series,Wiley,,"212,403",144,
790.html,Twitter Power 3.0: How to Dominate Your Market One Tweet at a Time,Joel Comm# Dave Taylor,,$16.06 ,$11.99 ,,9.78112E+12,978-1119021810,,Wiley,,"361,202",214,5.40(w) x 8.40(h) x 0.90(d)
791.html,What is EPUB 3?,Matt Garrish,,,,,9.78145E+12,978-1449317713,,"O'Reilly Media, Incorporated",,"213,254",24,
792.html,The Simple Guide to Microsoft OneNote 2010,Seth David,,,,,2.94001E+12,294-0014605328,,Avedis Publishing,,"213,383",,
793.html,MacBook Air: For Beginners 2015,Matthew Hollinder,,$9.99 ,$3.99 ,,9.78151E+12,978-1511494106,,CreateSpace Publishing,,"213,490",32,5.00(w) x 8.00(h) x 0.07(d)
794.html,Twitter For Dummies,Laura Fitton# Anum Hussain# Brittany Leaning,,$18.93 ,$12.99 ,,9.78112E+12,978-1118954836,For Dummies Series,Wiley,,"286,215",312,7.30(w) x 9.20(h) x 0.70(d)
795.html,Apple Watch Guide: The User Manual to Unleash Your Smartwatch!,Shelby Johnson,,,,,2.94015E+12,294-0151674942,,RAM Internet Media,,"214,201",,
796.html,"New Perspectives on Microsoft Access 2013, Brief",Joseph J. Adamski,,$70.12 ,,,9.78129E+12,978-1285099224,New Perspectives Series,Cengage Learning,,"214,464",280,8.40(w) x 10.70(h) x 0.60(d)
797.html,Ada's Algorithm: How Lord Byron's Daughter Ada Lovelace Launched the Digital Age,James Essinger,$19.55 ,$10.86 ,$14.49 ,,9.78161E+12,978-1612194080,,Melville House Publishing,,"338,699",272,5.60(w) x 8.20(h) x 1.10(d)
798.html,Internet Glossary A to Z of Terms and Acronyms,Cari Mostert,,,,,2.94004E+12,294-0044808713,,Cari Mostert,,"215,199",,
799.html,Day Trading For Dummies,Ann C. Logue,,$19.24 ,$13.99 ,,9.78112E+12,978-1118779606,For Dummies Series,Wiley,,"215,389",360,7.40(w) x 9.20(h) x 0.60(d)
800.html,Introducing Python: Modern Computing in Simple Packages,Bill Lubanovic,,$29.46 ,$17.99 ,,9.78145E+12,978-1449359362,,"O'Reilly Media, Incorporated",,"215,396",478,7.00(w) x 9.00(h) x 1.10(d)
801.html,MacBook For Dummies,Mark L. Chambers,,$21.02 ,$12.99 ,,9.78112E+12,978-1118862346,For Dummies Series,Wiley,,"215,398",432,7.40(w) x 9.10(h) x 0.90(d)
802.html,Teach Yourself VISUALLY Photoshop Elements 13,Richard Wentk,,$23.04 ,$15.99 ,,9.78112E+12,978-1118964668,Teach Yourself VISUALLY (Tech) Series,Wiley,,"215,480",384,7.30(w) x 9.00(h) x 1.00(d)
803.html,Microsoft Project 2010 Step by Step,Carl Chatfield# Timothy Johnson D.,,$22.83 ,$13.99 ,,9.78074E+12,978-0735626959,Step by Step Series,Microsoft Press,,"215,566",508,7.40(w) x 9.00(h) x 1.20(d)
804.html,Python Cookbook,David Beazley# Brian K. Jones,,$36.25 ,$22.99 ,,9.78145E+12,978-1449340377,,"O'Reilly Media, Incorporated",,"215,879",706,7.00(w) x 9.10(h) x 1.60(d)
805.html,"Photographing Women: 1,000 Poses",Eliot Siegel,,$35.38 ,$25.49 ,,9.78032E+12,978-0321814333,,Peachpit Press,,"215,961",320,8.60(w) x 10.20(h) x 1.10(d)
806.html,A Practical Guide to Ubuntu Linux,Mark G. Sobell,,$36.22 ,$27.99 ,,9.78013E+12,978-0133927313,,Prentice Hall,,"216,058",1416,7.40(w) x 9.10(h) x 2.10(d)
807.html,Get Rich Click!: The Ultimate Guide to Making Money on the Internet,Marc Ostrofsky, ,$12.17 ,$13.99 , ,9.78145E+12,978-1451668391,,Free Press,,"216,167",239,5.40(w) x 8.20(h) x 0.60(d)
808.html,Dreamweaver CC For Dummies,Janine Warner,,$29.03 ,$16.49 ,,9.78112E+12,978-1118646144,For Dummies Series,Wiley,,"216,369",416,17.20(w) x 9.10(h) x 0.90(d)
809.html,The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling,Ralph Kimball# Margy Ross,,$48.16 ,$31.49 ,,9.78112E+12,978-1118530801,,Wiley,,"216,478",600,7.40(w) x 9.20(h) x 0.70(d)
810.html,Solidworks 2013 Bible,Matt Lombard,,$38.79 ,$31.49 ,,9.78112E+12,978-1118508404,Bible Series,Wiley,,"216,494",1296,5.60(w) x 8.10(h) x 1.20(d)
811.html,Dreamweaver CS6 in Easy Steps,Nick Vandome,,,,,9.78184E+12,978-1840785586,In Easy Steps Series,In Easy Steps Limited,,"216,715",192,7.20(w) x 8.80(h) x 0.40(d)
812.html,Machine Learning in Python: Essential Techniques for Predictive Analysis,Michael Bowles,,$40.63 ,$25.99 ,,9.78112E+12,978-1118961742,,Wiley,,"216,797",360,7.30(w) x 9.20(h) x 0.80(d)
813.html,Google Apps For Dummies,Ryan Teeter# Karl Barksdale,,$19.17 ,$12.99 ,,9.78047E+12,978-0470189580,For Dummies Series,Wiley,,"216,835",388,7.20(w) x 9.10(h) x 1.00(d)
814.html,Computer Programming for Teens / Edition 1,Mary E. Farrell,,$15.64 ,,,9.7816E+12,978-1598634464,For Teens Series,Cengage Learning,,"216,838",352,
815.html,User Stories Applied: For Agile Software Development,Mike Cohn,,$40.42 ,$35.19 ,,9.78032E+12,978-0321205681,Addison-Wesley Signature Series,Addison-Wesley,,"217,150",268,6.90(w) x 9.10(h) x 0.70(d)
816.html,MOS 2013 Study Guide for Microsoft Access,John Pierce,,$16.38 ,$9.49 ,,9.78074E+12,978-0735669192,MOS Study Guide Series,Microsoft Press,,"217,169",232,7.30(w) x 8.90(h) x 0.60(d)
817.html,The Facebook Effect: The Inside Story of the Company That Is Connecting the World,David Kirkpatrick, ,$12.95 ,$13.99 ,,9.78144E+12,978-1439102121,,Simon & Schuster,,"217,302",384,5.98(w) x 9.22(h) x 0.98(d)
818.html,Building the Perfect PC,Robert Bruce Thompson# Barbara Fritchman Thompson,,$25.30 ,$18.49 ,,9.78145E+12,978-1449388249,,"Maker Media, Inc",,"217,319",368,7.90(w) x 9.70(h) x 0.80(d)
819.html,MOS 2013 Study Guide for Microsoft Word Expert,John Pierce,,$16.62 ,$11.99 ,,9.78074E+12,978-0735669260,MOS Study Guide Series,Microsoft Press,,"217,373",190,8.90(w) x 7.30(h) x 0.50(d)
820.html,Exam Ref 70-414: Implementing an Advanced Enterprise Server Infrastructure,Steve Suehring,,$28.17 ,$18.49 ,,9.78074E+12,978-0735674073,Exam Ref Series,Microsoft Press,,"217,483",400,7.30(w) x 8.90(h) x 0.80(d)
821.html,"Data Warehouse ETL Toolkit: Practical Techniques for Extracting, Cleaning, Conforming, and Delivering Data / Edition 1",Ralph Kimball# Joe Caserta,,$32.14 ,$23.49 ,,9.78076E+12,978-0764567575,,Wiley,,"217,484",528,7.44(w) x 9.22(h) x 1.08(d)
822.html,Mastering the Requirements Process: Getting Requirements Right / Edition 3,Suzanne Robertson# James Robertson,$46.95 ,,$48.49 ,,9.78032E+12,978-0321815743,,Addison-Wesley,,"217,505",768,9.60(w) x 7.70(h) x 1.40(d)
823.html,MOS 2013 Study Guide for Microsoft Outlook,Joan Lambert,,$15.71 ,$9.49 ,,9.78074E+12,978-0735669222,,Microsoft Press,,"217,603",166,7.30(w) x 8.90(h) x 0.50(d)
824.html,"Agile Software Requirements: Lean Requirements Practices for Teams, Programs, and the Enterprise",Dean Leffingwell# Don Widrig,$38.37 ,,$38.75 ,,9.78032E+12,978-0321635846,Agile Software Development Series,Addison-Wesley,,"217,640",518,7.50(w) x 9.40(h) x 1.34(d)
825.html,Cyberpower and National Security,Franklin Kramer,,$24.22 ,$23.49 ,,9.7816E+12,978-1597974233,,Potomac Books,,"217,921",664,6.00(w) x 8.90(h) x 1.60(d)
826.html,Art of Brave,Jenny Lerew,,,,,9.78145E+12,978-1452101422,,Chronicle Books LLC,,"218,020",160,11.20(w) x 9.10(h) x 0.80(d)
827.html,Test Driven Development: By Example,Kent Beck,,$34.26 ,,,9.78032E+12,978-0321146533,Addison-Wesley Signature Series,Addison-Wesley,,"218,035",220,7.30(w) x 9.10(h) x 0.80(d)
828.html,Introduction to Computing Systems: From Bits & Gates to C & Beyond / Edition 2,Yale Patt# Sanjay Patel# Sanjay J. Patel,$155.79 ,,,,9.78007E+12,978-0072467505,Computer Engineering Series,McGraw-Hill Professional Publishing,,"218,077",656,
829.html,The Cluetrain Manifesto: 10th Anniversary Edition,Rick Levine# Christopher Locke# Doc Searls# David Weinberger, ,$12.96 ,$10.49 ,,9.78047E+12,978-0465024094,,Basic Books,,"218,103",320,
830.html,Investigating High Tech Crime / Edition 1,Michael Knetzger# Jeremy Muraski,,$71.51 ,,,9.78013E+12,978-0131886834,,Prentice Hall,,"218,142",400,6.90(w) x 9.10(h) x 0.80(d)
831.html,Excel 2013,Pamphlet Master,,$6.67 ,$0.99 ,,9.78163E+12,978-1634288200,,Speedy Publishing LLC,,"347,260",4,8.50(w) x 11.00(h) x 0.01(d)
832.html,Antifragile Systems and Teams,Dave Zwieback,,,,,9.78149E+12,978-1491908525,,"O'Reilly Media, Incorporated",,"218,712",,
833.html,Guide to Operating Systems / Edition 4,Michael Palmer# Michael Walters,,$153.91 ,,,9.78111E+12,978-1111306366,,Cengage Learning,,"219,022",688,7.30(w) x 9.00(h) x 1.40(d)
834.html,"ADTs, Data Structures and Problem Solving with C++ / Edition 2",Larry R. Nyhoff,$116.81 ,$155.14 ,,,9.78013E+12,978-0131409095,Alternative eText Formats Series,Pearson,,"219,212",1072,7.10(w) x 9.20(h) x 2.30(d)
835.html,Practical Steps for Uploading an E-Book to KDP/Kindle,K. M. Moody,,,,,2.94003E+12,294-0033112760,,K. M. Moody,,"219,319",,
836.html,Conceptive C,Harry McGeough,,,$0.00 ,,9.78147E+12,978-1470941659,,Lulu.com,,"219,702",,
837.html,Canon EOS 70D For Dummies,Julie Adair King,,$20.48 ,$15.99 ,,9.78112E+12,978-1118335963,For Dummies Series,Wiley,,"241,599",352,9.00(w) x 7.30(h) x 0.80(d)
838.html,"IOT: The Key Building Blocks (The Internet of Things, #1)",Patrick Allen,,,,,2.94015E+12,294-0152143010,Internet of Things,Patrick Allen,,"220,046",,
839.html,Cyber Attacks and the Law of War,Michael Gervais,,,,,9.7813E+12,978-1304829139,,Lulu.com,,"220,115",,
840.html,A Practical Guide to TPM 2.0: Using the Trusted Platform Module in the New Age of Security,Will Arthur# David Challener,,$32.97 ,$0.00 ,,9.78143E+12,978-1430265832,,Apress,,"855,758",392,6.00(w) x 9.00(h) x 0.87(d)
842.html,Platform Embedded Security Technology Revealed: Safeguarding the Future of Computing with Intel Embedded Security and Management Engine,Xiaoyu Ruan,,$39.99 ,$0.00 ,,9.78143E+12,978-1430265719,,Apress,,"1,287,234",272,6.00(w) x 9.00(h) x 0.59(d)
843.html,Dropbox for Beginners,Warren R. Sullivan,,,,,2.94015E+12,294-0151743273,,Gamma Mouse,,"220,579",,
844.html,DBA's Guide to NoSQL,DataStax# The Enlightened DBA,,,,,2.94005E+12,294-0046208238,,"DataStax, The Enlightened DBA",,"221,402",,
845.html,David Busch's Canon EOS 5D Mark III Guide to Digital SLR Photography,David D. Busch,,$21.46 ,$20.99 ,,9.78129E+12,978-1285084534,David Busch's Digital Photography Guides Series,Cengage Learning,,"273,737",560,7.30(w) x 9.00(h) x 1.10(d)
846.html,12 Strategies for Search Engine Optimization,Jeff Finkelstein,,,,,2.94001E+12,294-0011066269,,Jeff Finkelstein,,"222,033",,
847.html,Data Structures and Problem Solving Using Java / Edition 4,Mark A. Weiss,,$134.84 ,,,9.78032E+12,978-0321541406,Alternative eText Formats Series,Pearson,,"222,555",1024,7.40(w) x 9.10(h) x 1.60(d)
848.html,7 Tips To Make Google Love Your Site,Dave Wedge,,,,,2.94015E+12,294-0152138030,,Dave Wedge,,"222,720",,
849.html,Digital Photography Handbook,Doug Harman, ,$7.18 ,$9.99 ,,9.78144E+12,978-1435156876,,Quercus,,"222,845",224,6.00(w) x 8.30(h) x 0.90(d)
850.html,"Switching to the Mac: The Missing Manual, Yosemite Edition",David Pogue,,$19.86 ,$14.99 ,,9.78149E+12,978-1491947180,,"O'Reilly Media, Incorporated",,"222,920",816,6.90(w) x 9.10(h) x 1.70(d)
851.html,QuickBooks 2015: The Best Guide for Small Business,Bobbi Sandberg# Leslie Capachietti,,$24.74 ,$17.49 ,,9.78007E+12,978-0071850230,,McGraw-Hill Professional Publishing,,"223,026",512,7.30(w) x 9.00(h) x 0.80(d)
852.html,My Windows 8.1 Computer for Seniors,Michael Miller,,$18.79 ,$11.99 ,,9.78079E+12,978-0789753298,My... Series,Que,,"223,149",480,7.00(w) x 9.00(h) x 1.00(d)
853.html,Dictionary of Computer and Internet Terms,Douglas Downing Ph.D.# Michael Covington# Melody Conginton,,$12.25 ,$8.99 ,,9.78076E+12,978-0764147555,Barron's Business Dictionaries,"Barron's Educational Series, Incorporated",,"223,188",592,4.10(w) x 7.00(h) x 1.10(d)
854.html,A Practical Guide to Fedora and Red Hat Enterprise Linux / Edition 7,Mark G. Sobell,,$34.60 ,$27.99 ,,9.78013E+12,978-0133477436,,Prentice Hall,,"223,208",1416,9.10(w) x 11.20(h) x 2.40(d)
855.html,Teach Yourself VISUALLY Windows 7,Paul McFedries,, ,,,9.78047E+12,978-0470503867,Teach Yourself VISUALLY (Tech) Series,Wiley,,"223,237",352,7.30(w) x 9.10(h) x 0.80(d)
856.html,Make: Getting Started with Arduino: The Open Source Electronics Prototyping Platform,Massimo Banzi# Michael Shiloh,,$14.80 ,$10.99 ,,9.78145E+12,978-1449363338,,"Maker Media, Inc",,"223,375",262,5.50(w) x 8.60(h) x 0.90(d)
857.html,"Girls on the Edge: The Four Factors Driving the New Crisis for Girls--Sexual Identity, the Cyberbubble, Obsessions, Environmental Toxins",Leonard Sax,$17.62 ,$13.01 ,$10.49 , ,9.78047E+12,978-0465022069,,Basic Books,,"223,636",272,
858.html,Running Lean: Iterate from Plan A to a Plan That Works,Ash Maurya,$14.62 ,,$12.49 ,,9.78145E+12,978-1449305178,,"O'Reilly Media, Incorporated",,"223,699",240,6.10(w) x 9.10(h) x 0.90(d)
859.html,AutoCAD 2015 and AutoCAD LT 2015: No Experience Required: Autodesk Official Press,Donnie Gladfelter,,$39.86 ,$25.99 ,,9.78112E+12,978-1118862292,,Wiley,,"223,845",1032,7.40(w) x 9.30(h) x 2.10(d)
860.html,"CompTIA A+ 220-801 and 220-802 Authorized Cert Guide, Deluxe Edition",Mark Edward Soper# David L. Prowse# Scott Mueller,$45.03 ,,$32.49 ,,9.78079E+12,978-0789749802,Cert Guide Series,Pearson IT Certification,,"223,933",1071,7.60(w) x 9.30(h) x 2.10(d)
861.html,Learning to Program with Alice (w/ CD ROM) / Edition 3,Wanda P. Dann# Stephen Cooper# Randy Pausch,,,,,9.78013E+12,978-0132122474,,Pearson,,"223,941",384,7.90(w) x 9.90(h) x 0.70(d)
862.html,Pivot Table Data Crunching: Microsoft Excel 2010,Bill Jelen# Michael Alexander,,$25.31 ,$16.49 ,,9.78079E+12,978-0789743138,MrExcel Library Series,Que,,"223,948",370,6.90(w) x 9.00(h) x 1.00(d)
863.html,Apple Pro Training Series: Logic Pro X 10.1: Professional Music Production,David Nahmani,,$39.49 ,$31.99 ,,9.78013E+12,978-0134185736,Apple Pro Training Series,Peachpit Press,,"224,020",576,7.30(w) x 9.00(h) x 1.10(d)
864.html,Game Development with Unity / Edition 2,Michelle Menard# Bryan Wagstaff,,$27.05 ,$34.99 ,,9.78131E+12,978-1305110540,,Cengage Learning,,"224,051",608,7.30(w) x 9.00(h) x 1.10(d)
865.html,Balanced Scorecards and Operational Dashboards with Microsoft Excel,Ron Person,,$35.45 ,$25.99 ,,9.78112E+12,978-1118519653,,Wiley,,"224,313",480,7.30(w) x 9.10(h) x 1.20(d)
866.html,Upgrading and Repairing PCs / Edition 21,Scott Mueller,$33.02 ,,$27.99 ,,9.78079E+12,978-0789750006,Upgrading and Repairing Series,Que,,"224,318",1107,9.20(w) x 7.40(h) x 2.50(d)
867.html,"Light, Gesture, and Color",Jay Maisel,,$33.59 ,$25.49 ,,9.78013E+12,978-0134032269,Voices That Matter Series,New Riders,,"224,405",264,8.20(w) x 10.90(h) x 0.60(d)
868.html,How to Do Everything: Digital Camera,Dave Johnson,,$19.26 ,,,9.78007E+12,978-0071495806,How To Do Everything Series,McGraw-Hill Professional Publishing,,"224,500",428,7.30(w) x 9.20(h) x 0.87(d)
869.html,"Mike Meyers' CompTIA A+ Guide to Managing and Troubleshooting PCs Lab Manual, Fourth Edition (Exams 220-801 &amp; 220-802) / Edition 4",Mike Meyers,,$38.34 ,$34.99 ,,9.78007E+12,978-0071795555,,McGraw-Hill Professional Publishing,,"224,655",624,8.40(w) x 10.80(h) x 1.30(d)
870.html,"Group Policy: Fundamentals, Security, and the Managed Desktop",Jeremy Moskowitz,,$35.62 ,$25.99 ,,9.78112E+12,978-1118289402,,Wiley,,"224,657",912,7.30(w) x 9.10(h) x 2.00(d)
871.html,C# in Depth,Jon Skeet,,$34.63 ,,,9.78162E+12,978-1617291340,,Manning Publications Company,,"224,697",616,7.30(w) x 9.30(h) x 1.60(d)
872.html,Agile IT Organization Design: For Digital Transformation and Continuous Delivery,Sriram Narayan,,$29.33 ,$24.49 ,,9.78013E+12,978-0133903355,,Addison-Wesley,,"224,700",304,6.90(w) x 9.00(h) x 0.90(d)
873.html,Microsoft Dynamics GP For Dummies,Renato Bellu,,$21.98 ,$16.49 ,,9.78047E+12,978-0470388358,For Dummies Series,Wiley,,"224,829",432,7.30(w) x 9.10(h) x 1.00(d)
875.html,MOS 2013 Study Guide for Microsoft PowerPoint,Joan Lambert,,$15.71 ,$9.49 ,,9.78074E+12,978-0735669239,MOS Study Guide Series,Microsoft Press,,"225,282",178,7.30(w) x 9.00(h) x 0.60(d)
876.html,Software Testing / Edition 2,Ron Patton,,$26.50 ,,,9.78067E+12,978-0672327988,,Sams,,"225,592",408,7.40(w) x 9.00(h) x 0.90(d)
877.html,"Keyboarding and Word Processing, Complete Course, Lessons 1-110: Microsoft Word 2013: College Keyboarding / Edition 19",Susie H. VanHuss,,$182.13 ,,,9.78113E+12,978-1133588979,,Cengage Learning,,"226,058",608,8.50(w) x 12.10(h) x 1.10(d)
878.html,CCNA Flash Cards and Exam Practice Pack,Eric Rivard# Jim Doherty,,,,,9.78159E+12,978-1587201905,Flash Cards and Exam Practice Packs Series,Cisco Press,,"226,075",847,6.00(w) x 9.00(h) x 1.71(d)
879.html,Principles of Computer Security / Edition 3,Wm. Arthur Conklin# Gregory White# Dwayne Williams# Roger Davis,,$74.16 ,$73.99 ,,9.78007E+12,978-0071786195,Official CompTIA Guide Series,McGraw-Hill Professional Publishing,,"226,107",752,8.40(w) x 10.70(h) x 1.20(d)
880.html,Ti-84 Plus Graphing Calculator For Dummies,Jeff McCalla# C. C. Edwards,,$17.68 ,$12.49 ,,9.78112E+12,978-1118592151,For Dummies Series,Wiley,,"250,760",336,7.30(w) x 9.10(h) x 0.80(d)
881.html,"Candy Crush Soda Saga: Game, Cheats, Wiki, Download, Guide",Joshua J Abbott,,,,,9.78277E+12,978-2765915317,,HIDDENSTUFF ENTERTAINMENT,,"237,309",,
882.html,"Production Methodologies, Techniques and Guidelines for Modern Computer Game Testing",Ashley Morgan,,,$0.00 ,,9.78147E+12,978-1471698989,,Lulu.com,,"237,310",,
883.html,Perceptual Digital Imaging: Methods and Applications,Rastislav Lukac,$167.95 ,,$135.49 ,,9.78144E+12,978-1439868560,Digital Imaging and Computer Vision Series,Taylor & Francis,,"237,415",562,7.30(w) x 10.10(h) x 1.60(d)
884.html,Google Secrets Unlocked,Alet CNSZone,,,,,9.78111E+12,978-1105336119,,Lulu.com,,"237,573",33,
885.html,"Inside Your Computer Part I: Browser, Media and Office",Christopher Grove,,,,,2.94003E+12,294-0033078820,,Christopher Grove,,"237,620",,
886.html,How to Research for Treasure Hunting and Metal Detecting,Otto Helsing,,,,,2.94002E+12,294-0016091556,,Out of a Blue Sky,,"238,400",214,
887.html,Intel Trusted Execution Technology for Server Platforms: A Guide to More Secure Datacenters,William Futral# James Greene,,$39.99 ,$0.00 ,,9.78143E+12,978-1430261483,,Apress,,"1,116,212",156,7.40(w) x 9.00(h) x 0.50(d)
888.html,Blue Diamond (A MineCraft Mystery),K. Gentry,,,,,2.94015E+12,294-0149085538,,Leigh Talbert Moore,,"238,990",,
889.html,Information Product Creation: Quick Money From Home - No Investment!,Mark Stephens,,,,,2.94015E+12,294-0152317923,,Mark Stephens,,"239,171",,
890.html,Tubes: A Journey to the Center of the Internet,Andrew Blum,$21.04 ,$13.13 ,$8.99 ,,9.78006E+12,978-0061994951,,HarperCollins Publishers,,"287,825",294,5.31(w) x 8.00(h) x 0.68(d)
891.html,Art of Deception: Controlling the Human Element of Security,Kevin D. Mitnick# William L. Simon,$22.99 ,$12.74 ,$8.99 ,,9.78076E+12,978-0764542800,,Wiley,,"251,304",368,5.44(w) x 9.64(h) x 0.85(d)
892.html,Starting Out with Programming Logic and Design / Edition 3,Tony Gaddis,,$94.41 ,,,9.78013E+12,978-0132805452,,Pearson,,"240,833",648,7.90(w) x 9.90(h) x 1.00(d)
893.html,"Best Business Practices for Photographers, Second Edition / Edition 2",John Harrington,,$23.07 ,,,9.78144E+12,978-1435454293,,Cengage Learning,,"240,839",560,7.40(w) x 9.10(h) x 1.40(d)
894.html,Investing Online For Dummies,Matt Krantz,,$18.24 ,$13.99 ,,9.78112E+12,978-1118495360,For Dummies Series,Wiley,,"240,960",432,7.30(w) x 9.10(h) x 1.10(d)
895.html,Effective Python: 59 Specific Ways to Write Better Python,Brett Slatkin,,$23.41 ,$17.99 ,,9.78013E+12,978-0134034287,Effective Software Development Series,Addison-Wesley,,"241,190",256,6.90(w) x 9.00(h) x 0.70(d)
896.html,Windows 7 for Seniors: For Senior Citizens Who Want to Start Using Computers,Studio Visual Steps,,$16.58 ,,,9.78906E+12,978-9059051263,Computer Books for Seniors Series,Visual Steps Publishing,,"241,471",400,7.80(w) x 9.90(h) x 0.90(d)
897.html,Canon EOS 7D Mark II For Dummies,Doug Sahlin,,$22.59 ,$15.99 ,,9.78112E+12,978-1118722909,For Dummies Series,Wiley,,"241,504",320,7.40(w) x 9.00(h) x 0.60(d)
898.html,Excel 2013 Pivot Table Data Crunching,Bill Jelen# Michael Alexander,,$28.93 ,$18.49 ,,9.78079E+12,978-0789748751,MrExcel Library Series,Que,,"241,556",417,7.00(w) x 9.00(h) x 0.90(d)
899.html,TI-Nspire For Dummies,Jeff McCalla# Steve Ouellette,,,,,9.78112E+12,978-1118004661,For Dummies Series,Wiley,,"241,766",392,7.40(w) x 9.20(h) x 1.00(d)
900.html,"The New Digital Age: Transforming Nations, Businesses, and Our Lives",Eric Schmidt# Jared Cohen,,$13.19 ,,,9.78031E+12,978-0307947055,,Knopf Doubleday Publishing Group,,"241,792",368,5.10(w) x 7.90(h) x 0.90(d)
901.html,Build Your Own PC Do-It-Yourself For Dummies,Mark L. Chambers,,$19.98 ,$15.99 ,,9.78047E+12,978-0470196113,For Dummies Series,Wiley,,"241,892",336,9.84(w) x 8.04(h) x 0.82(d)
902.html,Programming in Python 3: A Complete Introduction to the Python Language / Edition 2,Mark Summerfield,,$26.49 ,$22.99 ,,9.78032E+12,978-0321680563,,Addison-Wesley,,"241,902",630,6.90(w) x 8.70(h) x 1.40(d)
903.html,Adobe Premiere Pro CC Classroom in a Book / Edition 1,Adobe Creative Team,,$35.58 ,$29.99 ,,9.78032E+12,978-0321919380,,Adobe Press,,"241,955",470,7.30(w) x 9.00(h) x 1.00(d)
904.html,Microsoft SharePoint 2013 Inside Out,Darvish Shadravan# Penelope Coventry# Thomas Resing# Christina Wheeler,,$36.34 ,$23.49 ,,9.78074E+12,978-0735666993,,Microsoft Press,,"242,024",904,7.40(w) x 9.00(h) x 1.90(d)
905.html,C: All-in-One Desk Reference for Dummies,Dan Gookin,,$26.80 ,$19.49 ,,9.78076E+12,978-0764570698,For Dummies Series,Wiley,,"242,185",840,7.44(w) x 9.16(h) x 1.86(d)
906.html,Advanced Analytics with Spark: Patterns for Learning from Data at Scale,Sandy Ryza# Uri Laserson# Sean Owen# Josh Wills,,$29.26 ,$24.49 ,,9.78149E+12,978-1491912768,,"O'Reilly Media, Incorporated",,"242,187",276,7.02(w) x 9.20(h) x 0.59(d)
907.html,Web Analytics 2.0: The Art of Online Accountability and Science of Customer Centricity,Avinash Kaushik,,$28.84 ,$20.99 ,,9.78047E+12,978-0470529393,,Wiley,,"242,217",504,7.60(w) x 9.30(h) x 1.30(d)
908.html,Google Sites & Chrome For Dummies,Ryan Teeter# Karl Barksdale,,$20.55 ,$12.99 ,,9.78047E+12,978-0470396780,For Dummies Series,Wiley,,"242,254",460,7.20(w) x 9.10(h) x 1.20(d)
909.html,App Inventor 2,David Wolber# Hal Abelson# Ellen Spertus# Liz Looney,,$25.65 ,$18.99 ,,9.78149E+12,978-1491906842,,"O'Reilly Media, Incorporated",,"242,341",360,6.90(w) x 9.10(h) x 0.80(d)
