#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
_id,ltable.id,rtable.id,ltable.title,rtable.title,ltable.authors,rtable.authors,ltable.venue,rtable.venue,ltable.year,rtable.year,gold
268,journals/sigmod/AshishK97,271078,Wrapper Generation for Semi-structured Internet Sources,Wrapper generation for semi-structured Internet sources,"Craig A. Knoblock, Naveen Ashish","Naveen, Craig A. Knoblock",SIGMOD Record,ACM SIGMOD Record,1997,1997,1
269,journals/sigmod/Baeza-YatesN96,381890,Integrating Contents and Structure in Text Retrieval,Integrating contents and structure in text retrieval,"Gonzalo Navarro, Ricardo A. Baeza-Yates","Ricardo Baeza-Yates, Gonzalo Navarro",SIGMOD Record,ACM SIGMOD Record,1996,1996,1
270,journals/sigmod/BallMRZ02,507350,Supply Chain Infrastructures: System Integration and Information Sharing,Supply chain infrastructures: system integration and information sharing,"Michael O. Ball, Louiqa Raschid, Meng Ma, Zhengying Zhao","Michael O. Ball, Meng Ma, Louiqa Raschid, Zhengying Zhao",SIGMOD Record,ACM SIGMOD Record,2002,2002,1
271,journals/sigmod/BarbaraBFLS94,381886,The Impact of Database Research on Industrial Products (Panel Summary),Database research: achievements and opportunities into the 1st century,"David B. Lomet, Daniel Barbar, Jos A. Blakeley, Michael Stonebraker, Daniel H. Fishman","Avi Silberschatz, Mike Stonebraker, Jeff Ullman",SIGMOD Record,ACM SIGMOD Record,1994,1996,0
272,journals/sigmod/BergamaschiCV99,344869,Semantic Integration of Semistructured and Structured Data Sources,A survey of logical models for OLAP databases,"Sonia Bergamaschi, Maurizio Vincini, Silvana Castano","Panos Vassiliadis, Timos Sellis",SIGMOD Record,ACM SIGMOD Record,1999,1999,0
273,journals/sigmod/Bernstein01,373699,Report on the 2001 SIGMOD and PODS Awards,Report on XEWA-00: the XML enabled wide-area searches for bioinformatics workshop,Philip A. Bernstein,Terence Critchlow,SIGMOD Record,ACM SIGMOD Record,2001,2001,0
274,journals/sigmod/BernsteinBCDFGGHHJLMNPSU98,191886,The Asilomar Report on Database Research,Quickly generating billion-record synthetic databases,"Gerald Held, Hector Garcia-Molina, Michael Lesk, Jim Gray, Philip A. Bernstein, David Maier, H. V. Jagadish, Michael Stonebraker, Stefano Ceri, Joseph M. Hellerstein, David J. DeWitt, Jeffrey D. Ullman, Michael L. Brodie, Jeffrey F. Naughton, Michael J. Franklin, Hamid Pirahesh","Jim Gray, Prakash Sundaresan, Susanne Englert, Ken Baclawski, Peter J. Weinberger",SIGMOD Record,International Conference on Management of Data,1998,1994,0
275,journals/sigmod/BernsteinHP00,369289,A Vision of Management of Complex Models,A vision for management of complex models,"Rachel Pottinger, Alon Y. Halevy, Philip A. Bernstein","Phillip A. Bernstein, Alon Y. Halevy, Rachel A. Pottinger",SIGMOD Record,ACM SIGMOD Record,2000,2000,1
276,journals/sigmod/BerraNT95,375737,ACM Multimedia '94 Conference Workshop on Multimedia Database Management Systems,,"P. Bruce Berra, Bhavani M. Thuraisingham, Kingsley C. Nwosu","Julio C. Navas, Michael Wynblatt",SIGMOD Record,International Conference on Management of Data,1995,2001,0
277,journals/sigmod/Bertram94,190631,Data Modelling in the Large,Data modelling in the large,Martin Bertram,Martin Bertram,SIGMOD Record,ACM SIGMOD Record,1994,1994,1
278,journals/sigmod/BerzalM02,564785,Data Mining: Concepts and Techniques - Book Review,XBase: making your gigabyte disk queriable,"Fernando Berzal Galiano, Nicols Marn","Hongjun Lu, Guoren Wang, Ge Yu, Yubin Bao, Jianhua Lv, Yaxin Yu",SIGMOD Record,International Conference on Management of Data,2002,2002,0
279,journals/sigmod/Bohlen95,219758,Temporal Database System Implementations,Temporal database system implementations,Michael H. Bhlen,Michael H. Bhlen,SIGMOD Record,ACM SIGMOD Record,1995,1995,1
280,journals/sigmod/CareyS99,310071,NSF Workshop on Industrial/Academic Cooperation in Database Systems,NSF workshop on industrial/academic cooperation in database systems,"Leonard J. Seligman, Michael J. Carey","Mike Carey, Len Seligman",SIGMOD Record,ACM SIGMOD Record,1999,1999,1
281,journals/sigmod/CasatiDS00,369276,VLDB Workshop on Technologies in E-Services (TES),Report on the VLDB workshop on technologies for e-services (TES),"Ming-Chien Shan, Fabio Casati, Umeshwar Dayal",,SIGMOD Record,ACM SIGMOD Record,2000,2000,0
282,journals/sigmod/Chamberlin03,953241,2003 SIGMOD Innovations Award Speech,Learning to match ontologies on the Semantic Web,Donald D. Chamberlin,"AnHai Doan, Jayant Madhavan, Robin Dhamankar, Pedro Domingos, Alon Halevy",SIGMOD Record,The VLDB Journal  The International Journal on Very Large Data Bases,2003,2003,0
283,journals/sigmod/ChangASS98,304186,T2: A Customizable Parallel Database for Multi-Dimensional Data,Snakes and sandwiches: optimal clustering strategies for a data warehouse,"Alan Sussman, Anurag Acharya, Joel H. Saltz, Chialin Chang","H. V. Jagadish, Laks V. S. Lakshmanan, Divesh Srivastava",,International Conference on Management of Data,1998,1999,0
284,journals/sigmod/Chen94,219769,Database Research at NTHU and ITRI,Data and knowledge base research at Hong Kong University of Science and Technology,Arbee L. P. Chen,"P. Drew, B. Hamidzadeh, K. Karlapalem, A. Kean, D. Lee, Q. Li, F. Lochovsky, C. D. Shum, B. Wuthrich",SIGMOD Record,ACM SIGMOD Record,1994,1995,0
285,journals/sigmod/CherniakV03,601875,Reminiscences on Influential Papers,Reminiscences on influential papers,"Mitch Cherniack, Kenneth A. Ross, Gottfried Vossen","Kenneth A. Ross, Theodore Johnson, Richard Thomas Snodgrass",SIGMOD Record,ACM SIGMOD Record,2003,2002,0
286,journals/sigmod/CherniakV03,641001,Reminiscences on Influential Papers,,"Mitch Cherniack, Kenneth A. Ross, Gottfried Vossen",Kenneth A. Ross,SIGMOD Record,ACM SIGMOD Record,2003,2003,0
287,journals/sigmod/CheungF98,290596,Enhanced Nearest Neighbour Search  the R-tree,Enhanced nearest neighbour search on the R-tree,"Ada Wai-Chee Fu, King Lum Cheung","King Lum Cheung, Ada Wai-Chee Fu",SIGMOD Record,ACM SIGMOD Record,1998,1998,1
288,journals/sigmod/ChristoffelPSL98,671871,Electronic Market: The Roadmap for University Libraries and Members to Survive in the Information Jungle,Work and Information Practices in the Sciences of Biodiversity,"Peter C. Lockemann, Bethina Schmitt, Michael Christoffel, Sebastian Pulkowski",Geoffrey C. Bowker,SIGMOD Record,Very Large Data Bases,1998,2000,0
289,journals/sigmod/ConradEHRSSSV97,271089,Research Issues in Federated Database Systems: Report of EFDBS '97 Workshop,Research issues in federated database systems: report of EFDBS '97 workshop,"Flix Saltor, Mark Roantree, Mark W. W. Vermeer, Wilhelm Hasselbring, Martin Schnhoff, Markus Strssler, Barry Eaglestone, Stefan Conrad","S. Conrad, B. Eaglestone, W. Hasselbring, M. Roantree, M. Schhoff, M. Strssler, M. Vermeer, F. Saltor",SIGMOD Record,ACM SIGMOD Record,1997,1997,1
290,journals/sigmod/ConradEHRSSSV97,672967,Research Issues in Federated Database Systems: Report of EFDBS '97 Workshop,Providing Dynamic Security Control in a Federated Database,"Flix Saltor, Mark Roantree, Mark W. W. Vermeer, Wilhelm Hasselbring, Martin Schnhoff, Markus Strssler, Barry Eaglestone, Stefan Conrad","N. B. Idris, W. A. Gray, R. F. Churchhouse",SIGMOD Record,Very Large Data Bases,1997,1994,0
291,journals/sigmod/ConradHHKRSS99,333608,Engineering Federated Information Systems: Report of EFIS '99 Workshop,Engineering federated information systems: report of EEFIS '99 workshop,"Flix Saltor, Uwe Hohenstein, Ralf-Detlef Kutsche, Wilhelm Hasselbring, Gunter Saake, Stefan Conrad, Mark Roantree","S. Conrad, W. Hasselbring, U. Hohenstein, R.-D. Kutsche, M. Roantree, G. Saake, F. Saltor",SIGMOD Record,ACM SIGMOD Record,1999,1999,1
292,journals/sigmod/CruzKLSWY02,245887,Research Activities in Database Management and Information Retrieval at the University of Illinois at Chicago,The aggregate data problem: a system for their definition and management,"A. Prasad Sistla, Isabel F. Cruz, Ashfaq A. Khokhar, Clement T. Yu, Bing Liu, Ouri Wolfson","M. Rafanelli, A. Bezenchek, L. Tininini",SIGMOD Record,ACM SIGMOD Record,2002,1996,0
293,journals/sigmod/DadamK97,615197,The Database and Information System Research Group at the University of Ulm,The aditi deductive database system,"Peter Dadam, Wolfgang Klas","Jayen Vaghani, Kotagiri Ramamohanarao, David B. Kemp, Zoltan Somogyi, Peter J. Stuckey, Tim S. Leask, James Harland",SIGMOD Record,The VLDB Journal  The International Journal on Very Large Data Bases,1997,1994,0
294,journals/sigmod/Darwen96,245886,"In Reply to Domains, relations and Religious Wars","In reply to Domains, relations and religious wars",Hugh Darwen,Hugh Darwen,SIGMOD Record,ACM SIGMOD Record,1996,1996,1
295,journals/sigmod/Date03,253389,Edgar F. Codd: a tribute and personal memoir,The Context Interchange mediator prototype,C. J. Date,"S. Bressan, C. H. Goh, K. Fynn, M. Jakobisiak, K. Hussein, H. Kon, T. Lee, S. Madnick, T. Pena, J. Qu, A. Shum, M. Siegel",SIGMOD Record,International Conference on Management of Data,2003,1997,0
296,journals/sigmod/DoanPSB97,248617,Query Previews for Networked Information Systems: A Case Study with NASA Environmental Data,Query previews for networked information systems: a case study with NASA environmental data,"Khoa Doan, Catherine Plaisant, Ben Shneiderman, Tom Bruns","Khoa Doan, Catherine Plaisant, Ben Shneiderman, Tom Bruns",SIGMOD Record,ACM SIGMOD Record,1997,1997,1
297,journals/sigmod/DogacAOD95,202662,Implementation Aspects of an Object-Oriented DBMS,Implementation aspects of an object-oriented DBMS,"Ilker Durusoy, Cetin Ozkan, Mehmet Altinel, Asuman Dogac","Asuman Dogac, Mehmet Altinel, Cetin Ozkan, Ilker Durusoy",SIGMOD Record,ACM SIGMOD Record,1995,1995,1
298,journals/sigmod/DrewHKKLLLSW95,277954,Data and Knowledge Base Research at Hong Kong University of Science and Technology,Keynote address,"Babak Hamidzadeh, Kamalakar Karlapalem, Qing Li, Chung-Dak Shum, Dik Lun Lee, Frederick H. Lochovsky, Beat Wthrich, Alex Chia-Yee Kean, Pamela Drew",Larry J. Ellison,SIGMOD Record,International Conference on Management of Data,1995,1995,0
299,journals/sigmod/EisenbergM99,310075,"SQL: 1999, formerly known as SQL 3","SQL: 1999, formerly known as SQL3","Jim Melton, Andrew Eisenberg","Andrew Eisenberg, Jim Melton",,ACM SIGMOD Record,1999,1999,1
300,journals/sigmod/ElmagarmidJF95,219727,Wireless Client/Server Computing for Personal Information Services and Applications,Mobile computing and databases: anything new?,"Jin Jing, Tetsuya Furukawa, Ahmed K. Elmagarmid","Margaret H. Dunham, Abdelsalam Helal",SIGMOD Record,ACM SIGMOD Record,,1995,0
301,journals/sigmod/Fong97,248614,Converting Relational to Object-Oriented Databases,Converting to object-oriented databases,Joseph Fong,Joseph Fong,SIGMOD Record,ACM SIGMOD Record,1997,1997,1
302,journals/sigmod/ForteHWDCVHFS99,309870,Semantic and Pedagogic Interoperability Mechanisms in the ARIADNE Educational Repository,Semantic and pedagogic interoperability mechanisms in the ARIADNE educational repository,"Erik Duval, Eddy Forte, Kris Cardinaels, Koen Hendrikx, Florence Haenni, Maria Wentland Forte, Florence Simillion, Ken Warkentyne, E. Vervaet",,SIGMOD Record,ACM SIGMOD Record,1999,1999,1
303,journals/sigmod/Franklin98b,276316,Editor's Notes,Interaction of query evaluation and buffer management for information retrieval,Michael J. Franklin,"Bjrn T. Jnsson, Michael J. Franklin, Divesh Srivastava",SIGMOD Record,International Conference on Management of Data,1998,1998,0
304,journals/sigmod/Gallagher94,181568,Influencing Database Language Standards,Influencing database language standards,Leonard Gallagher,Leonard Gallagher,SIGMOD Record,ACM SIGMOD Record,1994,1994,1
305,journals/sigmod/GatziuJSV99,219769,Design and Management of Data Warehouses: Report on the DMDW'99 Workshop,Data and knowledge base research at Hong Kong University of Science and Technology,"Martin Staudt, Yannis Vassiliou, Manfred A. Jeusfeld, Stella Gatziu","P. Drew, B. Hamidzadeh, K. Karlapalem, A. Kean, D. Lee, Q. Li, F. Lochovsky, C. D. Shum, B. Wuthrich",SIGMOD Record,ACM SIGMOD Record,1999,1995,0
306,journals/sigmod/GatziuJSV99,615194,Design and Management of Data Warehouses: Report on the DMDW'99 Workshop,"The glue-nail deductive database system: design, implementation, and evaluation","Martin Staudt, Yannis Vassiliou, Manfred A. Jeusfeld, Stella Gatziu","Marcia A. Derr, Shinichi Morishita, Geoffrey Phipps",SIGMOD Record,The VLDB Journal  The International Journal on Very Large Data Bases,1999,1994,0
307,journals/sigmod/Grefen02,767153,What Will Be - Book Review,Global transaction support for workflow management systems: from formal specification to practical implementation,Paul W. P. J. Grefen,"Paul Grefen, Jochem Vonk, Peter Apers",SIGMOD Record,The VLDB Journal  The International Journal on Very Large Data Bases,2002,2001,0
308,journals/sigmod/GroskySF02,637420,Emergent Semantics and the Multimedia Semantic Web,Emergent semantics and the multimedia semantic web,"William I. Grosky, Farshad Fotouhi, D. V. Sreenath","W. I. Grosky, D. V. Sreenath, F. Fotouhi",SIGMOD Record,ACM SIGMOD Record,2002,2002,1
309,journals/sigmod/Group94,187439,"Response to the March 1994 ODMG-93 Commentary Written by Dr. Won Kim of UniSQL, Inc","Response to the ODMG-93 commentary written by Dr. Won Kim of UniSQL, Inc.",Object Database Management Group,CORPORATE Object Database Management Group,SIGMOD Record,ACM SIGMOD Record,1994,1994,1
310,journals/sigmod/GruenwaldBDGSSV99,212019,Database Research at the University of Oklahoma,Florida International University High Performance Database Research Center,"Sirirut Vanichayobon, Leonard Brown, Ravi A. Dirckze, Sylvain Guinepain, Carlos Snchez, Le Gruenwald, Brian Summers","Naphtali Rishe, Wei Sun, David Barton, Yi Deng, Cyril Orji, Michael Alexopoulos, Leonardo Loureiro, Carlos Ordonez, Mario Sanchez, Artyom Shaposhnikov",SIGMOD Record,ACM SIGMOD Record,1999,1995,0
311,journals/sigmod/Halevy00,671849,Theory of Answering Queries Using Views,Contrast Plots and P-Sphere Trees: Space vs. Time in Nearest Neighbour Searches,Alon Y. Halevy,"Jonathan Goldstein, Raghu Ramakrishnan",SIGMOD Record,Very Large Data Bases,2000,,0
312,journals/sigmod/Halevy00,767151,Theory of Answering Queries Using Views,Answering queries using views: A survey,Alon Y. Halevy,Alon Y. Halevy,SIGMOD Record,The VLDB Journal  The International Journal on Very Large Data Bases,2000,2001,0
313,journals/sigmod/Han98,765806,Towards On-Line Analytical Mining in Large Databases,Index nesting - an efficient approach to indexing in object-oriented databases,Jiawei Han,"Beng Chin Ooi, Jiawei Han, Hongjun Lu, Kian Lee Tan",SIGMOD Record,The VLDB Journal  The International Journal on Very Large Data Bases,1998,1996,0
314,journals/sigmod/HansonN99,765510,Timer-Driven Database Triggers and Alerters: Semantics and a Challenge,Deadlock detection in distributed database systems: a new algorithm and a comparative performance analysis,"Eric N. Hanson, Lloyd Noronha","Natalija Krivokapi, Alfons Kemper, Ehud Gudes",SIGMOD Record,The VLDB Journal  The International Journal on Very Large Data Bases,1999,1999,0
315,journals/sigmod/Hellerstein03,945730,Toward network data independence,Toward network data independence,Joseph M. Hellerstein,Joseph M. Hellerstein,SIGMOD Record,ACM SIGMOD Record,2003,2003,1
316,journals/sigmod/HellersteinHM03,959065,"The sensor spectrum: technology, trends, and requirements","The sensor spectrum: technology, trends requirements","Samuel Madden, Wei Hong, Joseph M. Hellerstein","Joseph M. Hellerstein, Wei Hong, Samuel R. Madden",SIGMOD Record,,2003,,1
317,journals/sigmod/HuangKL02,671493,A Study on the Management of Semantic Transaction for Efficient Data Retrieval,Optimization of Run-time Management of Data Intensive Web-sites,"Chih-He Li, Irene S. Y. Kwan, Shi-Ming Huang","Daniela Florescu, Alon Y. Levy, Dan Suciu, Khaled Yagoub",SIGMOD Record,Very Large Data Bases,2002,1999,0
318,journals/sigmod/KaradimitriouT97,248613,Min-Max Compression Methods for Medical Image Databases,Min-max compression methods for medical image databases,"John M. Tyler, Kosmas Karadimitriou","Kosmas Karadimitriou, John M. Tyler",SIGMOD Record,ACM SIGMOD Record,1997,1997,1
319,journals/sigmod/KennedyMB96,245895,A Framework for Information Visualisation,A framework for information visualisation,"Peter J. Barclay, Kenneth J. Mitchell, Jessie B. Kennedy","Jessie B. Kennedy, Kenneth J. Mitchell, Peter J. Barclay",SIGMOD Record,ACM SIGMOD Record,1996,1996,1
320,journals/sigmod/KimballS95,603872,Why Decision Support Fails and How To Fix It,Why and how to benchmark XML databases,"Kevin Strehlo, Ralph Kimball","Albrecht Schmidt, Florian Waas, Martin Kersten, Daniela Florescu, Michael J. Carey, Ioana Manolescu, Ralph Busse",SIGMOD Record,ACM SIGMOD Record,1995,2001,0
321,journals/sigmod/KoksalAD98,202662,Workflow History Management,Implementation aspects of an object-oriented DBMS,"Pinar Koksal, Sena Nural Arpinar, Asuman Dogac","Asuman Dogac, Mehmet Altinel, Cetin Ozkan, Ilker Durusoy",SIGMOD Record,ACM SIGMOD Record,1998,1995,0
322,journals/sigmod/Konig-RiesL97,262771,"Research in Databases and Data-Intensive Applications - Computer Science Department and FZI, University of Karlsruhe","Research in databases and data-intensive applications: Computer Science Dept. and FIZ, University of Karlsruhe","Birgitta Knig-Ries, Peter C. Lockemann",,SIGMOD Record,ACM SIGMOD Record,1997,1997,1
323,journals/sigmod/LabrinidisR00,336575,Generating Dynamic Content at Database-Backed Web Servers: cgi-bin vs. mod_perl,MOCHA: a database middleware system featuring automatic deployment of application-specific functionality,"Alexandros Labrinidis, Nick Roussopoulos","Manuel Rodrguez-Martnez, Nick Roussopoulos, John M. McGann, Stephen Kelley, Vadim Katz, Zhexuan Song, Joseph JJ",SIGMOD Record,International Conference on Management of Data,2000,2000,0
324,journals/sigmod/LeeC00,362140,Comparative Analysis of Six XML Schema Languages,Comparative analysis of six XML schema languages,"Dongwon Lee, Wesley W. Chu","Dongwon Lee, W. Chu",SIGMOD Record,ACM SIGMOD Record,2000,2000,1
325,journals/sigmod/LeeF01,604270,Mining System Audit Data: Opportunities and Challenges,Mining system audit data: opportunities and challenges,"Wei Fan, Wenke Lee","Wenke Lee, Wei Fan",SIGMOD Record,ACM SIGMOD Record,2001,2001,1
326,journals/sigmod/LinP96,381878,Enhancing External Consistency in Real-Time Transactions,Enhancing external consistency in real-time transactions,"Shing-Shan Peng, Kwei-Jay Lin","Kwei-Jay Lin, Ching-Shan Peng",SIGMOD Record,ACM SIGMOD Record,1996,1996,1
327,journals/sigmod/Liu02a,507237,Editor's Notes,A logical foundation for deductive object-oriented databases,Ling Liu,"Mengchi Liu, Gillian Dobbie, Tok Wang Ling",SIGMOD Record,ACM Transactions on Database Systems (TODS),2002,2002,0
328,journals/sigmod/MalaikaEM03,945739,Standards for databases on the grid,Standards for databases on the grid,"Andrew Eisenberg, Jim Melton, Susan Malaika",,SIGMOD Record,ACM SIGMOD Record,2003,2003,1
329,journals/sigmod/McHughAGQW97,262770,Lore: A Database Management System for Semistructured Data,Lore: a database management system for semistructured data,"Roy Goldman, Serge Abiteboul, Jennifer Widom, Dallan Quass, Jason McHugh","Jason McHugh, Serge Abiteboul, Roy Goldman, Dallas Quass, Jennifer Widom",SIGMOD Record,ACM SIGMOD Record,1997,1997,1
330,journals/sigmod/MeltonE02,777001,An Early Look at XQuery,Standards,"Andrew Eisenberg, Jim Melton",Andrew Eisenberg,SIGMOD Record,ACM SIGMOD Record,2002,2003,0
331,journals/sigmod/NestorovAM97,271084,Infering Structure in Semistructured Data,Inferring structure in semi--structured data,"Rajeev Motwani, Serge Abiteboul, Svetlozar Nestorov","Svetlozer Nestorov, Serge Abiteboul, Rajeev Motwani",SIGMOD Record,ACM SIGMOD Record,1997,1997,1
332,journals/sigmod/OConnellW03,672200,Performing Jobs without Decompression in a Compressed Database System,Approximate String Joins in a Database (Almost) for Free,"N. Winterbottom, S. J. O'Connell","Luis Gravano, Panagiotis G. Ipeirotis, H. V. Jagadish, Nick Koudas, S. Muthukrishnan, Divesh Srivastava",SIGMOD Record,Very Large Data Bases,2003,2001,0
333,journals/sigmod/Ozsoyoglu00,671862,Vice Chair's Message,XPERANTO: Middleware for Publishing Object-Relational Data as XML Documents,Z. Meral zsoyoglu,"Michael J. Carey, Jerry Kiernan, Jayavel Shanmugasundaram, Eugene J. Shekita, Subbu N. Subramanian",SIGMOD Record,Very Large Data Bases,2000,2000,0
334,journals/sigmod/Ozsu02b,615228,Chair's Message,Tigukat: a uniform behavioral objectbase management system,M. Tamer zsu,"M. Tamer zsu, Randal Peters, Duane Szafron, Boman Irani, Anna Lipka, Adriana Muoz",SIGMOD Record,The VLDB Journal  The International Journal on Very Large Data Bases,2002,1995,0
335,journals/sigmod/PapazoglouH99,309886,Contextualizing the Information Space in Federated Digital Libraries,Contextualizing the information space in federated digital libraries,"Jeroen Hoppenbrouwers, Mike P. Papazoglou","M. P. Papazoglou, J. Hoppenbrouwers",SIGMOD Record,ACM SIGMOD Record,1999,1999,1
336,journals/sigmod/PourabbasR00,344799,Hierarchies and Relative Operators in the OLAP Environment,Hierarchies and relative operators in the OLAP environment,"Maurizio Rafanelli, Elaheh Pourabbas","Elaheh Pourabbas, Maurizio Rafanelli",SIGMOD Record,ACM SIGMOD Record,2000,2000,1
337,journals/sigmod/Qian97,248618,Opportunities in Information Management and Assurance,Opportunities in information management and assurance,Xiaolei Qian,Xiaolei Qian,SIGMOD Record,ACM SIGMOD Record,1997,1997,1
338,journals/sigmod/RamamrithamSSTX96,381868,"Integrating Temporal, Real-Time, and Active Databases","Integrating temporal, real-time, an active databases","John A. Stankovic, Krithi Ramamritham, Ming Xiong, Rajendran M. Sivasankaran, Donald F. Towsley","Krithi Ramamritham, Raju Sivasankaran, John A. Stankovic, Don T. Towsley, Ming Xiong",SIGMOD Record,ACM SIGMOD Record,1996,1996,1
339,journals/sigmod/RamirezSP94,369277,Medical Information Systems: Characterization and Challenges,Research and practice in federated information systems,"Lynn L. Peterson, Jorge C. G. Ramirez, Lon A. Smith","W. Hasselbring, W.-J. van den Heuvel, G. J. Houben, R.-D. Kutsche, B. Rieger, M. Roantree, K. Subieta",SIGMOD Record,ACM SIGMOD Record,1994,2000,0
340,journals/sigmod/RashidS00,369281,Object Database Evolution Using Separation of Concerns,Object database evolution using separation of concerns,"Peter Sawyer, A Rashid","Awais Rashid, Peter Sawyer",SIGMOD Record,ACM SIGMOD Record,2000,2000,1
341,journals/sigmod/Ritter98,306141,The Middleware Muddle,The middleware muddle,David Ritter,David Ritter,SIGMOD Record,ACM SIGMOD Record,1998,1998,1
342,journals/sigmod/RoantreeMH99,310066,The OASIS Multidatabase Prototype,The OASIS multidatabase prototype,"John Murphy, Mark Roantree, Wilhelm Hasselbring","Mark Roantree, John Murphy, Wilhelm Hasselbring",SIGMOD Record,ACM SIGMOD Record,1999,1999,1
343,journals/sigmod/Rosenthal98,273270,Where Will Object Techonology Drive Data Administration?,Where will object technology drive data administration?,Arnon Rosenthal,Arnon Rosenthal,SIGMOD Record,,1998,1998,1
344,journals/sigmod/RosenthalSMBTL95,248612,Data Management Research at The MITRE Corporation,A consumer viewpoint on Mediator languages-a proposal for a standard,"Arnon Rosenthal, Edward Lafferty, Leonard J. Seligman, Catherine D. McCollum, Bhavani M. Thuraisingham, Barbara T. Blaustein","Arnon Rosenthal, Erich Hughes, Scott Renner, Len Seligman",SIGMOD Record,ACM SIGMOD Record,1995,1997,0
345,journals/sigmod/RossAJS02,601875,Reminiscences on Influential Papers,Reminiscences on influential papers,"Theodore Johnson, Amr El Abbadi, Richard T. Snodgrass, Kenneth A. Ross","Kenneth A. Ross, Theodore Johnson, Richard Thomas Snodgrass",SIGMOD Record,ACM SIGMOD Record,2002,2002,1
346,journals/sigmod/RossAJS02,764202,Reminiscences on Influential Papers,Anatomy of a native XML base management system,"Theodore Johnson, Amr El Abbadi, Richard T. Snodgrass, Kenneth A. Ross","T. Fiebig, S. Helmer, C.-C. Kanne, G. Moerkotte, J. Neumann, R. Schiele, T. Westmann",SIGMOD Record,The VLDB Journal  The International Journal on Very Large Data Bases,2002,2002,0
347,journals/sigmod/RossCGLLM01,604262,Reminiscences on Influential Papers,Reminiscences on Influential Papers,"Per-ke Larson, Luis Gravano, Stefano Ceri, Leonid Libkin, Tova Milo, Kenneth A. Ross",Kenneth A. Ross,SIGMOD Record,ACM SIGMOD Record,2001,2001,1
348,journals/sigmod/RossGN03,604262,Reminiscences an Influential Papers,Reminiscences on Influential Papers,"Jeffrey F. Naughton, Minos N. Garofalakis, Kenneth A. Ross",Kenneth A. Ross,SIGMOD Record,ACM SIGMOD Record,2003,2001,0
349,journals/sigmod/RossGR03,603882,Reminiscences on Influential Papers,Reminiscences on influential papers,"Jun Rao, Kenneth A. Ross, Johannes Gehrke",Kenneth A. Ross,SIGMOD Record,ACM SIGMOD Record,2003,2001,0
350,journals/sigmod/RossHKRRSS01,223807,Reminiscences on Influential Papers,The merge/purge problem for large databases,"Daniel J. Rosenkrantz, Nick Koudas, Dan Suciu, Peter Scheuermann, Rajeev Rastogi, Jiawei Han, Kenneth A. Ross","Mauricio A. Hernndez, Salvatore J. Stolfo",SIGMOD Record,International Conference on Management of Data,2001,1995,0
351,journals/sigmod/RossHKRRSS01,253340,Reminiscences on Influential Papers,Size separation spatial join,"Daniel J. Rosenkrantz, Nick Koudas, Dan Suciu, Peter Scheuermann, Rajeev Rastogi, Jiawei Han, Kenneth A. Ross","Nick Koudas, Kenneth C. Sevcik",SIGMOD Record,International Conference on Management of Data,2001,1997,0
352,journals/sigmod/RossHLW01,601875,Reminiscences on Influential Papers,Reminiscences on influential papers,"James R. Hamilton, Limsoon Wong, Kenneth A. Ross, Laks V. S. Lakshmanan","Kenneth A. Ross, Theodore Johnson, Richard Thomas Snodgrass",SIGMOD Record,ACM SIGMOD Record,2001,2002,0
353,journals/sigmod/RossNO03,641001,Reminiscences on Influential Papers,Reminiscences on influential papers,"Kenneth A. Ross, Beng Chin Ooi, Frank Neven",Kenneth A. Ross,SIGMOD Record,ACM SIGMOD Record,2003,2003,0
354,journals/sigmod/SchmidtWKFCMB01,603872,Why And How To Benchmark XML Databases,Why and how to benchmark XML databases,"Ralph Busse, Michael J. Carey, Daniela Florescu, Martin L. Kersten, Albrecht Schmidt, Florian Waas, Ioana Manolescu","Albrecht Schmidt, Florian Waas, Martin Kersten, Daniela Florescu, Michael J. Carey, Ioana Manolescu, Ralph Busse",SIGMOD Record,,,2001,1
355,journals/sigmod/ShahMFH01,233359,Java Support for Data-Intensive Systems: Experiences Building the Telegraph Dataflow System,Query execution techniques for caching expensive methods,"Michael J. Franklin, Samuel Madden, Joseph M. Hellerstein, Mehul A. Shah","Joseph M. Hellerstein, Jeffrey F. Naughton",SIGMOD Record,International Conference on Management of Data,2001,1996,0
356,journals/sigmod/ShethBS99,673492,VideoAnywhere: A System for Searching and Managing Distributed Video Assets,Bellcore's ADAPT/X Harness System for Managing Information on Internet and Intranets,"Amit P. Sheth, Kshitij Shah, Clemens Bertram",Amit P. Sheth,SIGMOD Record,Very Large Data Bases,1999,1996,0
357,journals/sigmod/SnodgrassACFLLORRSV99,604282,Reminiscences on Influential Papers,Java support for data-intensive systems: experiences building the telegraph dataflow system,"Patrick Valduriez, Serge Abiteboul, Sophie Cluet, Kenneth A. Ross, Raghu Ramakrishnan, Guy M. Lohman, David B. Lomet, Richard T. Snodgrass, Gultekin zsoyoglu, Michael J. Franklin, Timos K. Sellis","Mehul A. Shah, Michael J. Franklin, Samuel Madden, Joseph M. Hellerstein",SIGMOD Record,ACM SIGMOD Record,1999,2001,0
