ID, Title, Author1, Author2, Author3, Publisher, ISBN13, Publication Date, Pages, Product dimensions, Sales rank, Ratings count, Rating value, Paperback price, Hardcover price, Nookbook price, Audiobook price
1033,A Little History of My Forest Life: An Indian-White Autobiography,Eliza Morrison, , ,"Ladyslipper Press, Inc.",9780970260628,01/28/2002,200,6.00(w) x 9.00(h) x 0.53(d),"1,237,942", , ,$18.09, , , 
1034,Restoried Selves: Autobiographies of Queer Asian / Pacific American Activists,John Dececco,Phd,Kevin Kumashiro,Taylor &amp; Francis,9781136572715,04/03/2013,172, ,"1,238,182", , ,$29.73,$140.00,$41.99, 
1035,"Best of the best sellers Ronald Reagan Hero Or Villain ( autobiography, diary, journal, life, life story, memoir, picture, profile, sketch, confessions, experience, letter, life history, personal account )",Resounding Wind Publishing, , ,Resounding Wind Publishing,2940150213807,11/30/2014, , ,"1,239,082", , , , , , 
1036,I Was A German - The Autobiography Of Ernst Toller,Ernst Toller, , ,Read Books Design,9781447402848,04/20/2011,290,5.50(w) x 8.50(h) x 0.65(d),"1,239,166", , ,$12.99, ,$5.49, 
1037,Sir Bob,Charlton: The Autobiography: My Manchester United Years, , ,"Headline Book Publishing, Limited",9780755316205,05/29/2008,438,4.90(w) x 7.70(h) x 1.30(d),"1,239,288",1,5.0, , , , 
1038,Gate of Heaven: Volume 3: After Death Account of Frederick Winterleigh: Leaves from the Autobiography of Aphraar,Robert James Lees, , ,Lulu.com,9781257170104,06/30/2011, , ,"1,240,000", , , , , , 
1039,Beyond My Wildest Dreams: An Anecdotal Autobiography,Jack French, , ,Xlibris Corporation,9781477121672,06/27/2012,168,6.00(w) x 9.00(h) x 0.39(d),"1,240,255", , ,$19.99,$29.99,$3.99, 
1040,Autobiography: Truth and Fiction Relating to My Life,Johann Wolfgang von Goethe, , ,B&amp;R Samizdat Express,2940000749593,12/01/2008, , ,"1,243,232", , ,$21.00, ,$0.99, 
1041,A Clear Mirror: The Visionary Autobiography of a Tibetan Master,Traktung Dudjom Lingpa, , ,Rangjung Yeshe Publications,9789627341673,12/13/2011,352,6.00(w) x 9.10(h) x 1.10(d),"1,243,938",1,5.0,$18.11, ,$10.99, 
1042,The Autobiography of Charles Darwin,Charles Darwin, , ,eBooksLib,9781412160766,04/21/2010, , ,"1,244,287",6,3.0,$9.90,$24.99,$2.99, 
1043,Autobiography of Charles R. Barefoot Jr. the World Imperial Wizard for the Church of the Nation's Knights of the KU KLUX KLAN: Episode 1: Betrayed,Charles Barefoot, , ,Speedy Publishing LLC,9781634288590,04/15/2014,131, ,"1,244,940", , , , , , 
1044,My Autobiography,Benito Mussolini, , ,Justin Bread,2940013767393,01/10/2012,250, ,"1,246,603",1,3.0, , , , 
1045,Mark Twain's Burlesque Autobiography,Mark Twain, , ,MobileReference,9781607788249,01/01/2010, , ,"1,247,051", , ,$7.00, ,$0.95, 
1046,The Autobiography Of Nicholas Said,Nicholas Said, , ,Jazzybee Verlag,9783849643928,04/24/2014,224, ,"1,247,172", , , , , , 
1047,Nick Sanders. The Autobiography: The Extraordinary Life of an Ordinary Man. Volume 1 . 1957-1990,Nick Sanders, , ,On The Road,9780957296367,10/25/2013,440, ,"1,247,514", , , , , , 
1048,Garry Sobers: My Autobiography,Garry Sobers,Bob Harris, ,"Headline Book Publishing, Limited",9780755310074,04/07/2003,480,4.30(w) x 6.90(h) x 1.30(d),"1,248,473", , , , , , 
1049,Ru,: The Autobiography, , ,"Orion Publishing Group, Limited",9781409115335,10/21/2010, , ,"1,248,497", , ,$21.25, ,$8.99, 
1050,My Science Fiction Autobiography,Russell A. Snopek, , ,Lulu.com,9781257333226,03/13/2013, , ,"1,250,709", , ,$8.99, ,$8.99, 
1051,"A Burlesque Autobiography and, First Romance",Mark Twain, , ,WHITE DOG PUBLISHING,2940011919084,11/03/2010, , ,"1,251,270",1,1.0,$6.99, ,$0.99, 
1052,A Scientific Autobiography,Aldo Rossi,Lawrence Venuti, ,MIT Press,9780262514385,03/31/2010,128,8.40(w) x 9.70(h) x 0.30(d),"1,251,764", , ,$19.34, , , 
1053,Ronan O'Gara: My Autobiography,Ronan O'Gara, , ,Transworld Publishers Limited,9781409081494,07/06/2010,448, ,"1,254,031",1,5.0,$8.99, ,$8.99, 
1054,Galley Slave: The Autobiography of a Protestant Condemned to the French Galleys,Jean Marteilhe, , ,Naval Institute Press,9781848320703,07/15/2010,224,4.80(w) x 7.10(h) x 1.00(d),"1,254,657", , , , , , 
1055,A Daughter of Han; the Autobiography of a Chinese Working Woman Lesson Plans,BookRags, , ,BookRags.com,2940014827591,08/07/2012, , ,"1,255,875", , , , , , 
1056,The female - impersonators; a sequel to the Autobiography of an androgyne and an account of some of the author's experiences during his six years' career as instinctive female-impersonator in New York's underworld,Ralph Werther,Alfred W. Herzog, ,peter stryker,2940015123555,09/02/2012, , ,"1,257,937", , , , , , 
1057,An Autobiography of Buffalo Bill,Alice Emerson, , ,B&amp;R Samizdat Express,2940000846124,03/01/2010, , ,"1,258,977", , , , , , 
1058,"The Path of The White Magus: A Supernatural, Metaphysical Autobiography",Albert Jackson, , ,Albert Jackson Studios Publishing,9780578124667,06/21/2013,466, ,"1,259,469",1,5.0, , , , 
1059,Dior,Dior Deluxe Edition: The Autobiography of Christian Dior, , ,V &amp; A Publishing,9781851778690,10/13/2015,208,5.40(w) x 8.10(h) x 0.90(d),"1,259,878", , , , , , 
1060,A Mind that Found Itself: An Autobiography - Scholar's Choice Edition,Clifford Whittingha Beers, , ,Scholar's Choice,9781296125424,02/17/2015,394,7.44(w) x 9.69(h) x 0.81(d),"1,259,938", , ,$33.75, , , 
1061,My Autobiography,A.P. McCoy, , ,"Orion Publishing Group, Limited",9781409131687,10/20/2011, , ,"1,260,336", , ,$16.22,$36.95,$10.99, 
1062,Roy of the Rovers: The Official Autobiography of Roy of the Rovers,Roy Race, , ,Random House Adult Trade Publishing Group,9781473506800,10/09/2014,320, ,"1,261,803", , ,$13.49,$32.95,$8.99, 
1063,The Autobiography of Abraham Lincoln,Francis D. Tandy Company, , ,"Sweet and Maxwell, Limited",2940015787221,11/26/2012, , ,"1,262,336",2,5.0, , , , 
1064,An Indian Pilgrim: An Unfinished Autobiography. This Is the First Part of the Two-Volume Original Autobiography of Subhas Chandra Bose Fi,Subhas Chandra Bose, , ,CreateSpace Publishing,9781497312104,01/23/2013,142,6.00(w) x 9.00(h) x 0.30(d),"1,265,512", , , , , , 
1065,I Knew a Phoenix: Sketches for an Autobiography,May Sarton, , ,Open Road Media,9781497685536,12/16/2014,214, ,"1,266,935", , , , , , 
1066,Beyond Innocence: An Autobiography in Letters: The Later Years,Dale Peterson,Jane Goodall, ,Houghton Mifflin Harcourt,9780618257348,10/28/2002,448,6.00(w) x 9.00(h) x 1.15(d),"1,268,011", , ,$12.97, , , 
1067,The Guy Under the Sheets: The Unauthorized Autobiography,Chris Elliott, , ,Penguin Publishing Group,9781101600719,10/11/2012,256, ,"1,268,584",13,4.4,$11.12, ,$12.99, 
1068,"Best of the Sellers Harriet Tubman ( autobiography, diary, journal, life, life story, memoir, picture, profile, sketch, confessions, experience, letter, life history, personal account )",Resounding Wind Publishing,autobiography eBooks Publishing,diary Best of the Sellers,Resounding Wind Publishing,2940150024670,09/24/2014, , ,"1,269,903", , , , , , 
1069,On the Origin of Species,Charles Darwin, , ,Open Road Media,9781504001601,12/30/2014,336, ,"77,596",6,3.3,$22.50,$8.98,$0.99, 
1070,Me Cheeta: The Autobiography,Cheeta, , ,HarperCollins Publishers,9780007352609,11/12/2009,336, ,"1,270,239",3,3.3, , , , 
1071,Autobiography of a Pocket-Hankerchief (Barnes & Noble Digital Library),James Fenimore Cooper, , ,Barnes &amp; Noble,9781411463943,11/22/2011,268, ,"1,278,018", , ,$14.90, ,$1.99, 
1072,"The Symmes memorial: a biographical sketch of Rev. Zechariah Symmes, minister of Charlestown, 1634-1671, with a genealogy and brief memoirs of some of his descendants. And an autobiography - Scholar's Choice Edition",John Adams Vinton, , ,Scholar's Choice,9781293998793,02/13/2015,214,7.44(w) x 9.69(h) x 0.45(d),"1,278,816", , , , , , 
1073,"History Books: Best Seller! The Dread Scott Decision ( autobiography, diary, journal, life, life story, memoir, picture, profile, sketch, confessions, experience, letter, life history, personal account )",Resounding Wind Publishing,History Books,Classic History,Resounding Wind Publishing,2940150410664,12/16/2014, , ,"1,279,164",3,5.0, , , , 
1074,Days in Bondage: Autobiography of Friday Jones,Friday Jones, , ,Big Byte Books,2940149578405,04/22/2014, , ,"1,284,283", , , , , , 
1075,Nested Scrolls: The Autobiography of Rudolf von Bitter Rucker,Rudy Rucker, , ,Tom Doherty Associates,9781429986205,12/06/2011,336, ,"1,284,929", , ,$15.99, ,$9.99, 
1076,The Collected Works of W.B. Yeats Vol. III: Autobiogra,William Butler Yeats, , ,Scribner,9781451603217,07/06/2010,560, ,"1,285,696",9,4.5,$28.76, ,$15.99, 
1077,Buffalo Bill Cody: An Autobiography,Buffalo Bill Cody, , ,CreateSpace Independent Publishing Platform,9781495370076,01/30/2014,196,6.00(w) x 9.00(h) x 0.42(d),"1,288,156", , , , , , 
1078,"The Autobiography of Benjamin Franklin, with eBook",Benjamin Franklin,Walter Costello, ,"Tantor Media, Inc.",9781400108985,11/17/2008, ,6.40(w) x 5.30(h) x 1.10(d),"1,292,133", , , , , ,$27.99
1079,Benjamin Franklin: The Autobiography,Benjamin Franklin, , ,Library of America,9781598530957,01/06/2011,230,5.10(w) x 8.00(h) x 0.55(d),"1,298,601",1,2.0,$7.95, , , 
1080,Tears for My City: An Autobiography of a Detroit White Boy,Dean Dimitrieski, , ,Bookstand Publishing,9781618630292,11/02/2011,302,5.50(w) x 8.50(h) x 0.63(d),"1,315,565",8,4.7,$14.30, ,$9.99, 
1081,Twelve Years a Slave (Barnes & Noble Signature Editions),Solomon Northup, , ,Penguin Publishing Group,9780143125419,09/04/2013,304,5.00(w) x 7.70(h) x 0.90(d),"179,763",363,4.2,$14.73,$6.28,$11.99,$25.12
1082,My Own Story: The Autobiography of Billy the Kid,Ralph Estes, , ,CreateSpace Publishing,9781503006621,01/12/2015,210,5.25(w) x 8.00(h) x 0.48(d),"1,323,778", , , , , , 
1083,Safe Conduct: An Autobiography and Other Writings / Edition 1,Boris Pasternak, , ,New Directions Publishing Corporation,9780811201353,04/07/2009,256,5.20(w) x 8.00(h) x 0.70(d),"1,327,955", , ,$13.34, , , 
1084,Autobiography of the Lower East Side,Rashidah Ismaili, , ,Northampton House Press,9781937997397,04/01/2014,238,5.90(w) x 8.80(h) x 0.90(d),"1,328,138",1,5.0,$14.71, ,$5.99, 
1085,Riccardo Muti,Riccardo Muti, , ,Rizzoli,9780847837458,09/06/2011, , ,"826,645",1,4.0, ,$23.24,$16.49, 
1086,"Autobiography of a Blue-eyed Devil: My Life and Times in a Racist, Imperialist Society",Inga Muscio, , ,Seven Stories Press,9781609805203,03/25/2014,288,5.70(w) x 6.90(h) x 1.20(d),"1,334,336", , ,$15.14, ,$10.49, 
1087,Billy the Hill and the Jump Hook: The Autobiography of a Forgotten Basketball Legend,Billy McGill,Eric Brach, ,UNP - Nebraska,9780803246874,11/01/2013,328,5.90(w) x 9.10(h) x 1.30(d),"1,336,700", , , , , , 
1088,The Only One Living to Tell: The Autobiography of a Yavapai Indian,Mike Burns, , ,University of Arizona Press,9780816501205,04/01/2012,176,6.00(w) x 8.90(h) x 0.60(d),"1,337,338", , ,$17.95, ,$10.49, 
1089,God's Grace for Graham: An Autobiography,Graham Jones as Told to Mary Alice Baker Ferguson, , ,"Nelson, Thomas, Inc.",9781490850412,12/10/2014,108,5.50(w) x 8.50(h) x 0.26(d),"1,340,023", , ,$11.16,$28.95,$3.99, 
1090,Autobiography of a Yaqui Poet,Refugio Savala, , ,University of Arizona Press,9780816506286,03/01/1980,228,5.50(w) x 8.50(h) x 0.60(d),"1,340,398", , ,$21.21, , , 
1091,"Never Charged, Never Convicted: The Autobiography of a Boston Drug Dealer",Marvin Clark,Carl Senna, ,Strategic Media Books,9781939521217,01/31/2015,250,5.40(w) x 8.30(h) x 1.20(d),"1,342,415", , ,$14.74, ,$10.49, 
1092,Autobiography of a Yogi: A 52-Card Deck & Booklet,Paramhansa Yogananda, , ,Crystal Clarity Publishers,9781565892231,11/25/2007,63,4.47(w) x 5.85(h) x 1.80(d),"1,342,926", , , , , , 
1093,Fighting Tuscarora: The Autobiography of Chief Clinton Rickard,Barbara Graymont, , ,Syracuse University Press,9780815601906,01/28/1984,182, ,"1,344,440", , ,$19.95, , , 
1094,Autobiography of Harry S. Truman,Robert H. Ferrell, , ,University of Missouri Press,9780826214454,09/28/2002,160,5.50(w) x 8.50(h) x 0.70(d),"1,345,933", , , , , , 
1095,Black Beauty with CD: The Autobiography of a Horse,Anna Sewell,Jonathan Keeble, ,Sourcebooks,9781402211683,09/01/2008,144,6.10(w) x 7.90(h) x 0.70(d),"1,346,617", , , , , , 
1096,The Autobiography of W. E. B. Du Bois (The Oxford W. E. B. Du Bois): A Soliloquy on Viewing My Life from the Last Decade of Its First Century,Henry Louis Gates Jr.,W. E. B. Du Bois, ,"Oxford University Press, USA",9780199387052,03/01/2014,330,2.10(w) x 3.10(h) x 0.60(d),"1,347,040", , ,$23.76,$50.00, , 
1097,The Story of Cole Younger,Himself: Being an Autobiography of the Missouri Guerrilla Captain and Outlaw,His Capture and Prison Life and the Only Authentic Account of the Northfield Raid Ever Published, ,Minnesota Historical Society Press,9780873513937,10/28/2000,127,5.50(w) x 8.50(h) x 0.60(d),"1,349,833", , , , , , 
1098,From the Bottom of the Heap: The Autobiography of Black Panther Robert Hillary King,Robert Hillary King, , ,PM Press,9781604865752,12/01/2012,256,5.90(w) x 8.90(h) x 0.70(d),"1,349,855", , ,$17.95, ,$8.49, 
1099,The Red Baron's Autobiography,Manfred Von Richthofen, , ,CreateSpace Publishing,9781456334253,11/04/2010,110,6.00(w) x 9.00(h) x 0.23(d),"1,350,859", , ,$14.00,$14.00, , 
1100,The Autobiography of an Ex-Colored Man: A Fictional Account of a Young Biracial Man,James Weldon Johnson, , ,CreateSpace Publishing,9781505559781,12/15/2014,96,7.00(w) x 10.00(h) x 0.20(d),"1,351,347", , , , , , 
1101,Autobiography of Pops Foster: New Orleans Jazz Man,Tom Stoddard,Pops Foster, ,Hal Leonard Corporation,9780879308315,01/01/2005,242,6.00(w) x 9.00(h) x 0.51(d),"1,351,752", , , , , , 
1102,The Autobiography of an Unknown Indian,Nirad C. Chaudhuri, , ,New York Review Books,9780940322820,09/28/2001,560,5.02(w) x 7.98(h) x 1.41(d),"1,355,450", , ,$16.82, , , 
1103,Pat Cooper--How Dare You Say How Dare Me!: An Autobiography of a Life in Comedy,Rich Herschlag, , ,Square One Publishers,9780757003639,11/01/2010,288,6.20(w) x 9.10(h) x 1.30(d),"1,361,633",7,2.8, ,$19.20,$13.99, 
1104,The Autobiography of St. Teresa of Avila - Including the Relations,Benedict Zimmerman,Saint Teresa of Avila,Teresa Of Avila,"TAN Books &amp; Publishers, Inc.",9780895556035,01/28/2011,562,5.50(w) x 8.50(h) x 1.25(d),"1,362,827",1,5.0,$24.44, , , 
1105,Black Hawk: Autobiography,Ma-Ka-Tai-Me-She-Kia-Kiak, , ,CreateSpace Independent Publishing Platform,9781494920623,01/07/2014,174,6.00(w) x 9.00(h) x 0.37(d),"1,365,683", , , , , , 
1106,In the Trenches: The Autobiography,Reggie White, , ,"Nelson, Thomas, Inc.",9780785271239,08/28/1997,324,5.96(w) x 9.02(h) x 0.81(d),"1,367,050", , , , , , 
1107,The Best That I Can Be: An Autobiography,Rafer Johnson,Philip Goldberg, ,The Crown Publishing Group,9780385487610,08/28/1998,304,5.50(w) x 8.25(h) x 0.75(d),"1,368,306",2,5.0,$17.11, , , 
1108,Lives in Play: Autobiography and Biography on the Feminist Stage,Ryan Claycomb, , ,University of Michigan Press,9780472035984,05/28/2014,272,5.90(w) x 8.90(h) x 0.90(d),"1,369,368", , ,$28.85,$55.00,$16.99, 
1109,Bright Felon: Autobiography and Cities,Kazim Ali, , ,Wesleyan University Press,9780819572769,08/15/2012,112,6.18(w) x 9.00(h) x 0.31(d),"1,370,542", , ,$14.53, , , 
1110,Up from Slavery,Booker T. Washington, , ,Dover Publications,9780486287386,10/04/1995,160,5.52(w) x 8.26(h) x 0.44(d),"101,873",14,3.8,$3.60,$17.55,$0.99, 
1111,Practical Obsession: The Unauthorized Autobiography of a Mad Mystic,N. Nosirrah, , ,Sentient Publications,9781591812791,05/07/2015,130,4.90(w) x 7.70(h) x 0.40(d),"1,372,819", , , , , , 
1112,"The Essential Tawfiq al-Hakim: Plays, Fiction, Autobiography",Denys Johnson-Davies, , ,"American University in Cairo Press, The",9789774165924,03/15/2013,244,5.80(w) x 8.90(h) x 0.70(d),"1,374,869", , ,$16.95, ,$8.49, 
1113,Bread Not Stones: The Autobiography of an Eventful Life,Una Kroll, , ,Christian Alternative,9781782798040,12/12/2014,143,5.40(w) x 8.30(h) x 0.40(d),"1,380,954", , ,$15.24, ,$10.99, 
1114,Saunders Mac Lane: A Mathematical Autobiography,Saunders Mac Lane, , ,Taylor &amp; Francis,9781568811505,06/06/2005,354,6.16(w) x 9.30(h) x 1.22(d),"1,383,141", , , , , , 
1115,The Autobiography of Mother Jones / Edition 1,Mary Harris Jones,Mother Jones,Charles H. Kerr,Charles H. Kerr Publishing Company,9780882861661,01/01/1996,302,4.90(w) x 7.20(h) x 0.80(d),"1,384,573",1,3.0,$11.88, , , 
1116,Zig: The Autobiography of Zig Ziglar,Zig Ziglar, , ,The Crown Publishing Group,9780385502979,02/17/2004,272,5.44(w) x 8.19(h) x 0.63(d),"1,384,632", , ,$16.72, , , 
1117,He Writes About Us: An Autobiography of a Chicago Journalist,Kenan Heise, , ,"Marion Street Press, LLC",9781936863174,12/01/2013,336,6.00(w) x 8.90(h) x 0.70(d),"1,385,300", , , , , , 
1118,The Autobiography of Lincoln Steffens,Lincoln Steffens, , ,Heyday Books,9781597140164,09/20/2005,882,5.70(w) x 8.62(h) x 1.87(d),"1,385,424", , , , , , 
1119,Like a Waking Dream: The Autobiography of Geshe Lhundub Sopa,Lhundub Sopa, , ,Wisdom Publications MA,9780861713134,11/20/2012,368,6.40(w) x 9.30(h) x 1.30(d),"1,387,057",1,5.0, ,$20.29,$16.99, 
1120,The Face Before I Was Born: A Spiritual Autobiography,Llewellyn Vaughan-Lee, , ,The Golden Sufi Center,9781890350185,09/01/2009,340,5.20(w) x 8.30(h) x 1.00(d),"1,388,403", , ,$11.06, , , 
1121,Under Angels Wings: The True Story of a Young Girl and Her Guardian Angel: The Autobiography of Sister Maria Antonia,Maria Antonia, , ,TAN Books,9780895556479,01/28/2001,264,4.25(w) x 7.00(h) x 0.43(d),"1,389,426", , , , , , 
1122,Tony Allen: An Autobiography of the Master Drummer of Afrobeat,Tony Allen,Michael E. Veal, ,Duke University Press Books,9780822355915,09/27/2013,240,5.90(w) x 9.00(h) x 0.60(d),"1,390,763", , ,$23.95,$84.95,$13.49, 
1123,"The Autobiography Of Benjamin Franklin, Including Poor Richard's Almanac, And Familiar Letters",Benjamin Franklin, , ,Cosimo,9781596052314,12/01/2005,320,5.00(w) x 8.00(h) x 0.72(d),"1,396,295", , ,$19.99,$29.99, , 
1124,The Autobiography of Giambattista Vico,Giambattista Vico, , ,Cornell University Press,9780801490880,01/28/1963,240,5.06(w) x 7.44(h) x 0.59(d),"1,396,351", , ,$16.98, , , 
1125,From Emperor to Citizen: The Autobiography of Aisin-Gioro Pu Yi,Aisin-Gioro Pu Yi, , ,University Press of the Pacific,9780898752892,11/28/2001,496,5.12(w) x 8.04(h) x 1.31(d),"1,396,935", , , , , , 
1126,Pilgrim Souls: A Collection of Spiritual Autobiography,Amy Mandelker,Elizabeth Powers, ,Touchstone,9780684843117,05/12/1999,544,1.22(w) x 6.00(h) x 9.00(d),"1,398,167", , ,$29.84, , , 
1127,Daughter of the River: An Autobiography,Hong Ying, , ,"Grove/Atlantic, Inc.",9780802136602,12/28/1999,278,5.50(w) x 8.24(h) x 0.80(d),"1,398,342",1,5.0,$12.59, , , 
1128,Mirrors of the Mind: Reflecting on Philosophers' Autobiographies,Ronald J Manheimer, , ,Jorvik Press,9780988412286,02/10/2015,338,6.06(w) x 8.98(h) x 0.68(d),"1,398,872", , , , , , 
1129,Before the Dawn: An Autobiography,Gerry Adams, , ,Brandon,9780863222894,12/31/2001,258,5.00(w) x 7.70(h) x 1.00(d),"1,399,403", , ,$18.89, , , 
1130,Autobiography,Mohandas Karamchand (Mahatma) Gandhi, , ,Beta Nu Publishing,9781607960201,10/01/2008,480,6.00(w) x 9.00(h) x 1.19(d),"1,400,337", , , , , , 
1131,"Tower Stories: The Autobiography of September 11, 2001",Damon Dimarco, , ,"Revolution Books, LLC",9780974868455,09/01/2004,396,7.30(w) x 9.00(h) x 1.30(d),"1,401,225",4,5.0, , , , 
1132,The Autobiography of James Agate - A Shorter Ego,James Agate, , ,Read Books Design,9781447416623,06/09/2011,234,5.50(w) x 8.50(h) x 0.53(d),"1,402,036", , , , , , 
1133,"Collected works Volume 1 Ashes of the Beacon; the Land Beyond the Blow; for the Ahkoond; John Smith, Liberator; Bits of Autobiography",Ambrose Bierce, , ,Echo Library,9781846377297,01/28/2005,136,6.00(w) x 9.00(h) x 0.32(d),"1,402,906", , , , , , 
1134,Dodging Elephants: The Autobiography of J. Fred Bucy,J. Fred Bucy, , ,Dog Ear Publishing,9781457522666,01/13/2014,252,6.00(w) x 9.00(h) x 0.57(d),"1,403,260", , ,$18.37,$29.95, , 
1135,"Kolokotrones, the Klepht and the Warrior: bsixty Years of Peril and Daring : an Autobiography",Theodoros Kolokotrones, , ,HardPress Publishing,9781407692531,01/10/2012,376,6.00(w) x 9.00(h) x 0.78(d),"1,403,644", , ,$25.95,$27.95, , 
1136,Brilliant Moon: The Autobiography of Dilgo Khyentse,Sogyal Rinpoche,Dalai Lama,Dilgo Khyentse,"Shambhala Publications, Inc.",9781590307632,01/12/2010,400,5.90(w) x 8.90(h) x 1.10(d),"1,405,350",4,5.0,$22.16, ,$16.49, 
1137,The Turning Point: The Autobiography of Klaus Mann,Klaus Mann, , ,"Wiener, Markus Publishers, Incorporated",9780910129145,01/01/1984,412,5.50(w) x 8.50(h) x 0.92(d),"1,405,438", , ,$28.95, , , 
1138,Billy the Kid: An Autobiography,Daniel A Edwards, , ,"Creative Texts Publishers, LLC",9780692437254,10/31/2014,250,6.00(w) x 9.00(h) x 0.57(d),"1,406,311", , ,$14.99, , , 
1139,My Best Life: An Autobiography,Sakie, , ,Archway Publishing,9781480815551,03/23/2015,346,5.50(w) x 8.50(h) x 0.77(d),"1,406,880", , ,$19.99,$37.95,$3.49, 
1140,The Struggle for Modern Tibet: The Autobiography of Tashi Tsering / Edition 1,Melvyn C. Goldstein,William R Siebenschuh,Tashi Tsering,Taylor &amp; Francis,9780765605092,02/28/1997,221,8.10(w) x 7.96(h) x 0.32(d),"1,407,315", , ,$44.95, , , 
1141,Reminiscences of a 19th Century Gladiator - The Autobiography of John L. Sullivan,John L. Sullivan, , ,Promethean Press,9780981020235,11/28/2008,244,6.00(w) x 9.00(h) x 0.51(d),"1,408,586", , , , , , 
1142,Autobiographies,Charles Darwin, , ,Penguin Publishing Group,9780140433906,10/01/2002,128,5.10(w) x 7.77(h) x 0.31(d),"1,410,559", , ,$10.28, ,$9.99, 
1143,Pat Van Den Hauwe: My Autobiography,Pat Van Den Hauwe, , ,"John Blake Publishing, Limited",9781784183271,06/01/2015,288,5.10(w) x 7.70(h) x 0.90(d),"1,412,035", , , , , , 
1144,"Little Masterpieces ; Selections From Autobiography, Poor Richard's Almanac, Advice to a Young Tradesman, the Whistle, Necessary Hints to Those That Would Be Rich, Motion for Prayers, Selected Letters",Benjamin Franklin, , ,HardPress Publishing,9781290477079,08/01/2012,208,6.00(w) x 9.00(h) x 0.44(d),"1,413,940", , ,$11.95,$24.95,$0.00, 
1145,"I, Roger Williams: A Fragment of Autobiography",Mary Lee Settle, , ,"Norton, W. W. &amp; Company, Inc.",9780393323832,09/28/2002,318,5.50(w) x 8.50(h) x 0.71(d),"1,418,330", , ,$17.72, , , 
1146,Autobiography Of A Rocket Scientist,Lilburn Smith, , ,CreateSpace Publishing,9781507762066,01/28/2015,102,6.00(w) x 9.00(h) x 0.24(d),"1,422,764", , , , , , 
1147,Spitfire: The Autobiography: The Plane and the Men That Saved Britain in 1940 in Their Own Words (Large Print 16pt),Jon E. Lewis, , ,ReadHowYouWant.com Pty Limited,9781459642973,07/02/2012,454,7.00(w) x 10.00(h) x 0.92(d),"1,422,781", , , , , , 
1148,"Autobiography and Selected Letters, Volume I: Autobiography. Letters 1-50 (Loeb Classical Library)",Libanius, , ,Harvard University Press,9780674995277,01/28/1992,544,4.57(w) x 6.64(h) x 1.00(d),"1,422,981",3,3.0, , , , 
1149,Darren Lockyer - An Autobiography,Darren Lockyer, , ,Random House Australia,9781864712735,12/01/2011,400,6.30(w) x 9.40(h) x 1.50(d),"1,423,267", , , , , , 
1150,"Sites of Southern Memory: The Autobiographies of Katharine du Pre Lumpkin, Lillian Smith, and Pauli Murray / Edition 1",Darlene O'dell, , ,University of Virginia Press,9780813920726,11/28/2001,189,5.50(w) x 8.90(h) x 0.70(d),"1,424,338", , , , , , 
1151,Racism in Malcolm X's The Autobiography of Malcolm X,Candice Mancini, , ,Gale Group,9780737742619,11/07/2008,175,6.00(w) x 8.90(h) x 0.40(d),"1,424,441",1,1.0,$32.00,$43.67, , 
1152,Chasing the Wind: The Autobiography of Steve Fossett,Steve Fossett, , ,Virgin Books,9780753541784,02/07/2013,304,6.00(w) x 9.20(h) x 0.90(d),"1,424,939", , ,$23.03, , , 
1153,"Autobiography and Selected Letters, Volume II: Letters 51-193 (Loeb Classical Library)",Libanius, , ,Harvard University Press,9780674995284,01/28/1992,496,4.52(w) x 6.65(h) x 0.94(d),"1,425,324",1,5.0, , , , 
1154,Running With God An Autobiography By Patrick Dicicco,Patrick R. Dicicco, , ,"iUniverse, Incorporated",9781450264594,12/09/2010,260,5.00(w) x 8.00(h) x 0.59(d),"1,425,786", , ,$19.95, ,$8.49, 
1155,Autobiography of Peter Cartwright - Scholar's Choice Edition,Peter Cartwright, , ,Scholar's Choice,9781298158239,02/18/2015,258,7.44(w) x 9.69(h) x 0.54(d),"1,426,421", , ,$26.75, , , 
1156,The Confessions of Saint Augustine: The Autobiography of a Prodigal Who Became a Saint,Saint Augustine,Edward Bouverie (Translator) Pusey, ,Touchstone,9780684846453,04/01/1997,256,0.58(w) x 5.00(h) x 8.00(d),"1,426,740", , , , , , 
1157,"Fulfilling My Destiny, Step",Step: - An Autobiography -, , ,AuthorHouse,9781491829639,10/24/2013,328,6.00(w) x 9.00(h) x 0.73(d),"1,426,748", , ,$16.82,$23.28,$6.99, 
1158,An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda Smith the Colored Evangelist,Amanda Berry Smith,Jualynne E. Dodson, ,"Oxford University Press, USA",9780195052619,04/28/1988,608,6.81(w) x 5.00(h) x 1.86(d),"1,426,822", , , ,$53.88, , 
1159,"A Country Boy from Sumter County, South Carolina: The Autobiography of Harry Lee Fulwood, Sr.",Harry Fulwood, , ,Xlibris Corporation,9781499075366,11/21/2014,132,6.00(w) x 9.00(h) x 0.31(d),"1,429,228", , ,$19.99,$29.99,$8.49, 
1160,Happy Days: Mencken's Autobiography: 1880-1892,H. L. Mencken, , ,Johns Hopkins University Press,9780801885310,09/01/2006,336,6.00(w) x 8.90(h) x 0.90(d),"1,430,614", , , , , , 
