ID,Title,Episodes,Producers,Genres,Type,Year,Rating
6396,Meitantei Conan vs. Wooo,2,TMS Entertainment,"['Detectives', 'Promotional']",Web,2011,2.67
6397,Detective Conan vs. Wooo,2,TMS Entertainment,"['Detectives', 'Promotional']",Web,2011,2.67
6398,Gall Force 3: Stardust War,1,AIC,"['Action', 'Nudity', 'Outer Space', 'Sci Fi']",OVA,1988,2.67
6399,Hell Teacher Nube: Summer Holiday of Fear! Legend of the Sea of Suspicion,1,Toei Animation,['Supernatural'],Movie,1997,2.67
6400,Jigoku Sensei Nube: Kyoufu no Natsuyasumi! Ayashi no Umi no Densetsu!,1,Toei Animation,['Supernatural'],Movie,1997,2.67
6401,Sengoku Majin Goushougun: Toki no Etranger,1,Kitty Films,"['Action', 'Futuristic', 'Sci Fi', 'Violence']",Movie,1985,2.67
6402,GoShogun: The Time Etranger,1,Kitty Films,"['Action', 'Futuristic', 'Sci Fi', 'Violence']",Movie,1985,2.67
6403,Kyou no Asuka Show,20,SILVER LINK,"['Comedy', 'Ecchi', 'Panty Shots', 'Slice of Life']",Web,2012,2.67
6404,Mirage of Blaze,13,MADHOUSE,"['Based on a Light Novel', 'Reincarnation', 'Samurai', 'Shounen-ai', 'Supernatural']",TV,2002,2.67
6405,Starship Girl Yamamoto Yohko,26,J.C.Staff,['Sci Fi'],TV,1999,2.67
6406,Macross 25th Anniversary Special Eizou: All That VF Macross F Version,1,,['Mecha'],Other,2008,2.67
6407,Burn Up W,4,AIC,"['Action', 'Ecchi', 'Panty Shots', 'Police', 'Violence']",OVA,1996,2.67
6408,Yume de Aetara TV,16,J.C.Staff,"['Based on a Manga', 'Comedy', 'Ecchi', 'Love Triangle', 'Nudity', 'Romance', 'Seinen', 'Slice of Life']",TV,1998,2.67
6409,If I See You in My Dreams,16,J.C.Staff,"['Based on a Manga', 'Comedy', 'Ecchi', 'Love Triangle', 'Nudity', 'Romance', 'Seinen', 'Slice of Life']",TV,1998,2.67
6410,Yowai Mushi,1,,[],Web,2012,2.66
6411,Ajimu Kaigan Monogatari,4,Actas,"['Drama', 'Music', 'Romance']",TV Special,2001,2.66
6412,Doraemon: Nobita's Tin-Plate Labyrinth,1,Shinei Animation,[],Movie,1993,2.66
6413,Yu-Gi-Oh! GX,180,Gallop,"['Based on a Manga', 'Card Battles', 'Shounen']",TV,2004,2.66
6414,Gekijouban Pocket Monsters: Best Wishes - Shinsoku no Genosect,1,OLM,"['Adventure', 'Family Friendly', 'Fantasy', 'Monsters', 'Shounen']",Movie,2013,2.66
6415,Pokemon Movie 16: Genesect and the Legend Awakened,1,OLM,"['Adventure', 'Family Friendly', 'Fantasy', 'Monsters', 'Shounen']",Movie,2013,2.66
6416,UFO Robo Grendizer vs Great Mazinger,1,Toei Animation,"['Crossover', 'Mecha', 'Sci Fi']",Movie,1976,2.66
6417,Hana no Ko Lunlun,50,Toei Animation,"['Europe', 'Family Friendly', 'Fantasy', 'Magic', 'Magical Girl', 'Shoujo']",TV,1979,2.66
6418,Galaxy Fraulein Yuna Returns,3,J.C.Staff,['Sci Fi'],OVA,1996,2.66
6419,Shinkon Gattai Godannar!!,13,OLM,"['Action', 'Aliens', 'Ecchi', 'Mecha', 'Post-apocalyptic', 'Romance', 'Sci Fi']",TV,2003,2.66
6420,Godannar,13,OLM,"['Action', 'Aliens', 'Ecchi', 'Mecha', 'Post-apocalyptic', 'Romance', 'Sci Fi']",TV,2003,2.66
6421,Himiko-Den,12,Group TAC,"['Action', 'Fantasy', 'Person in a Strange World']",TV,1999,2.66
6422,Legend of Himiko,12,Group TAC,"['Action', 'Fantasy', 'Person in a Strange World']",TV,1999,2.66
6423,Pokemon: Pikachu's Winter Vacation,2,OLM,['Family Friendly'],OVA,1999,2.66
6424,Fake,1,J.C.Staff,"['Based on a Manga', 'Detectives', 'Europe', 'Mystery', 'Shounen-ai', 'Yaoi']",OVA,1998,2.66
6425,Amon: Apocalypse of Devilman,1,Dynamic Planning,"['Demons', 'Explicit Violence', 'Horror']",OVA,2000,2.66
6426,The Red Thread,1,,['Original Work'],TV Special,2009,2.66
6427,Akai Ito,1,,['Original Work'],TV Special,2009,2.66
6428,Red Thread,1,,['Original Work'],TV Special,2009,2.66
6429,Ray The Animation,13,OLM,"['Based on a Manga', 'Drama', 'Sci Fi', 'Violence']",TV,2006,2.66
6430,Kobato.: Hajimete no Kobato,8,MADHOUSE,[],DVD Special,2011,2.66
6431,Locke the Superman: Lord Leon,3,Nippon Animation,"['Action', 'Cyborgs', 'Outer Space', 'Psychic Powers', 'Sci Fi', 'Space Pirates']",OVA,1989,2.66
6432,Aki Sora: Yume no Naka,2,Hoods Entertainment,"['Based on a Manga', 'Ecchi', 'Explicit Sex', 'Incest', 'Romance']",OVA,2010,2.45
6433,Green Green Thirteen: Erolutions,1,Studio Matrix,"['Comedy', 'Ecchi', 'Sexual Content']",DVD Special,2004,2.45
6434,Amagi Brilliant Park: Wakuwaku Mini Theater,7,Kyoto Animation,['Comedy'],DVD Special,2014,2.45
6435,Gravion,13,GONZO,['Sci Fi'],TV,2002,2.45
6436,Chinmoku no Kantai,3,Sunrise,"['Action', 'Drama', 'Military']",OVA,1995,2.45
6437,Silent Service,3,Sunrise,"['Action', 'Drama', 'Military']",OVA,1995,2.45
6438,Iconic Field,1,Studio Khara,"['Action', 'Japan Animator's Exhibition', 'Mecha', 'Sci Fi', 'Shorts']",Web,2015,2.45
6439,Umi Kara no Shisha,1,,"['Black and White', 'Shorts']",Movie,2010,2.45
6440,8 Man,56,Nippon Animation,"['Action', 'Based on a Manga', 'Black and White', 'Cyborgs', 'Police', 'Sci Fi']",TV,1963,2.45
6441,After School Midnighters,1,Koo-Ki,"['CG Animation', 'Comedy', 'Fantasy']",Movie,2012,2.45
6442,Houkago Midnighters,1,Koo-Ki,"['CG Animation', 'Comedy', 'Fantasy']",Movie,2012,2.45
6443,Pokemon: Pikachu's Summer Festival,1,OLM,"['Animal Protagonists', 'Family Friendly', 'Fantasy', 'Monsters', 'Shounen']",Other,2004,2.45
6444,Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka,6,,"['Based on a Light Novel', 'Comedy', 'Magic', 'Magic School']",Web,2014,2.45
6445,Alien Defender Geo-Armor: Kishin Corps,7,,"['Aliens', 'Based on a Light Novel', 'Mecha', 'War', 'World War 2']",OVA,1993,2.45
6446,Geo-Armor: Kishin Corps,7,,"['Aliens', 'Based on a Light Novel', 'Mecha', 'War', 'World War 2']",OVA,1993,2.45
6447,Kishin Heidan,7,,"['Aliens', 'Based on a Light Novel', 'Mecha', 'War', 'World War 2']",OVA,1993,2.45
6448,Pokemon: Camp Pikachu,1,OLM,['Family Friendly'],OVA,2002,2.45
6449,Camp Pikachu,1,OLM,['Family Friendly'],OVA,2002,2.45
6450,Fighting Beauty Wulong,25,TMS Entertainment,"['Action', 'Based on a Manga', 'Ecchi', 'Martial Arts', 'Tournaments']",TV,2005,2.45
6451,Kakutou Bijin Wulong,25,TMS Entertainment,"['Action', 'Based on a Manga', 'Ecchi', 'Martial Arts', 'Tournaments']",TV,2005,2.45
6452,The Everyday Tales of a Cat God,12,AIC PLUS+,"['Based on a Manga', 'Comedy', 'Fantasy', 'Japanese Mythology', 'Slice of Life']",TV,2011,2.45
6453,Nekogami Yaoyorozu,12,AIC PLUS+,"['Based on a Manga', 'Comedy', 'Fantasy', 'Japanese Mythology', 'Slice of Life']",TV,2011,2.45
6454,Dashing Warrior Muteking,56,Tatsunoko Pro.,"['Action', 'Aliens', 'Sci Fi']",TV,1980,2.45
6455,Tondemo Senshi Muteking,56,Tatsunoko Pro.,"['Action', 'Aliens', 'Sci Fi']",TV,1980,2.45
6456,Muteking,56,Tatsunoko Pro.,"['Action', 'Aliens', 'Sci Fi']",TV,1980,2.45
6457,Shin Megami Tensei: Tokyo Mokushiroku,1,J.C.Staff,"['Action', 'Demons', 'Horror', 'Nudity']",Movie,1995,2.45
6458,Tokyo Revelation,1,J.C.Staff,"['Action', 'Demons', 'Horror', 'Nudity']",Movie,1995,2.45
6459,Hiiro no Kakera Taizen: Totsugeki! Tonari no Ikemens,1,Studio Deen,[],OVA,2013,2.45
6460,Pokemon: Pikachu's Great Sparking Search,1,OLM,"['Adventure', 'Animal Protagonists', 'Family Friendly', 'Fantasy', 'Monsters']",Other,2009,2.45
6461,Pikachu no Kirakira Daisousaku!,1,OLM,"['Adventure', 'Animal Protagonists', 'Family Friendly', 'Fantasy', 'Monsters']",Other,2009,2.45
6462,Pokemon XY: Sora no Hahen,1,OLM,"['Fantasy', 'Monsters']",Movie,2014,2.45
6463,Pokmon XY: Fragments of the Heavens,1,OLM,"['Fantasy', 'Monsters']",Movie,2014,2.45
6464,Wizard Barristers: Benmashi Cecil,12,ARMS,"['Action', 'Magic', 'Original Work', 'Work Life']",TV,2014,2.44
6465,Arslan Senki: Dakkan no Yaiba,1,SANZIGEN Animation Studio,['Recap'],TV Special,2015,2.44
6466,The Heroic Legend of Arslan: Dakkan no Yaiba,1,SANZIGEN Animation Studio,['Recap'],TV Special,2015,2.44
6467,Sci-fi Harry,20,Studio A.P.P.P.,"['America', 'Drama', 'Psychic Powers', 'Psychological']",TV,2000,2.44
6468,A Piece of Phantasmagoria,15,,['Based on a Manga'],OVA,1995,2.44
6469,Pokemon: Pikachu's Ghost Carnival,1,OLM,"['Animal Protagonists', 'Family Friendly', 'Fantasy', 'Monsters']",TV Special,2005,2.44
6470,AD Police,12,AIC,"['Action', 'Androids', 'Cyberpunk', 'Cyborgs', 'Futuristic', 'Police', 'Robots', 'Sci Fi']",TV,1999,2.44
6471,Green Green OVA,1,,"['Comedy', 'Ecchi', 'Panty Shots', 'Romance']",OVA,2002,2.44
6472,BlazBlue: Alter Memory,12,Hoods Entertainment,"['Action', 'Based on a Video Game', 'Fantasy']",TV,2013,2.44
6473,Kick-Heart,1,Production I.G,"['Comedy', 'Fetish', 'Hand to Hand Combat', 'Shorts', 'Sports']",Other,2013,2.44
6474,Memories Off 3.5,4,Picture Magic,['Romance'],OVA,2004,2.44
6475,Galaxy Fraulein Yuna,2,J.C.Staff,['Sci Fi'],OVA,1995,2.44
6476,Black Jack: Heian Sento,1,,[],Movie,1996,2.44
6477,Bonjour Sweet Love Patisserie,24,CONNECT,"['Based on an Otome Game', 'Based on a Visual Novel', 'Comedy', 'Culinary School', 'Drama', 'Food and Beverage', 'Reverse Harem']",Web,2014,2.44
6478,Bonjour Koiaji Patisserie,24,CONNECT,"['Based on an Otome Game', 'Based on a Visual Novel', 'Comedy', 'Culinary School', 'Drama', 'Food and Beverage', 'Reverse Harem']",Web,2014,2.44
6479,Aquarian Age,13,MADHOUSE,"['Based on a Card Game', 'Drama', 'Music', 'Mystery', 'Romance']",TV,2002,2.44
6480,Mamono Hunter Yohko,6,MADHOUSE,"['Action', 'Comedy', 'Demons', 'Ecchi', 'Magic', 'Monster-of-the-week', 'Nudity', 'Original Work', 'Swordplay']",OVA,1990,2.63
6481,Ghost in the Shell: Arise border:less project - WORKING HIGH,1,Production I.G,[],Web,2014,2.63
6482,Bronze: Zetsuai Since 1989,1,Production I.G,"['Drama', 'LGBT Themes', 'Romance', 'Sexual Content', 'Shounen-ai']",OVA,1996,2.63
6483,Zetsuai Bronze 1989,1,Production I.G,"['Drama', 'LGBT Themes', 'Romance', 'Sexual Content', 'Shounen-ai']",OVA,1996,2.63
6484,Atelier Escha & Logy: Alchemists of the Dusk Sky,12,Studio Gokumi,"['Based on a Video Game', 'Fantasy']",TV,2014,2.63
6485,Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,12,Studio Gokumi,"['Based on a Video Game', 'Fantasy']",TV,2014,2.63
6486,Chance Pop Session,13,MADHOUSE,['Drama'],TV,2001,2.63
6487,Venus Versus Virus,12,Studio Hibari,"['Action', 'Based on a Manga', 'Drama', 'Gunfights', 'School Life', 'Supernatural']",TV,2007,2.63
6488,M3: Sono Kuroki Hagane,24,Satelight,['Sci Fi'],TV,2014,2.63
6489,Human Crossing,13,A.C.G.T.,"['Drama', 'Episodic', 'Slice of Life']",TV,2003,2.63
6490,Ningen Kousaten,13,A.C.G.T.,"['Drama', 'Episodic', 'Slice of Life']",TV,2003,2.63
6491,Black Magic M-66,1,AIC,"['Action', 'Robots']",OVA,1987,2.63
6492,Angelique OVA 4,3,Yumeta,"['Based on an Otome Game', 'Based on a Visual Novel', 'Family Friendly', 'Fantasy', 'Magic', 'Shoujo']",OVA,2004,2.63
6493,Pokemon XY Special: Road to Kalos,1,OLM,"['Family Friendly', 'Fantasy', 'Monsters', 'Shounen']",TV Special,2013,2.63
6494,Lady Georgie,45,,"['Adventure', 'Drama', 'Europe', 'Romance', 'Shoujo']",TV,1983,2.63
6495,Cosmic Baton Girl Comet-san,43,Nippon Animation,"['Adventure', 'Magic', 'Magical Girl', 'Shoujo']",TV,2001,2.63
6496,Futari Ecchi,4,Chaos Project,"['Based on a Manga', 'Comedy', 'Ecchi', 'Explicit Sex']",OVA,2002,2.63
6497,Step Up Love Story,4,Chaos Project,"['Based on a Manga', 'Comedy', 'Ecchi', 'Explicit Sex']",OVA,2002,2.63
6498,Himawari Too!!,13,ARMS,"['Action', 'Comedy', 'Martial Arts', 'Ninja', 'Original Work']",TV,2007,2.63
6499,The Borgman: Lover's Rain,1,Ashi Productions,[],Movie,1990,2.62
6500,Sonic Soldier Borgman: Lover's Rain,1,Ashi Productions,[],Movie,1990,2.62
6501,Chouon Senshi Borgman: Lover's Rain,1,Ashi Productions,[],Movie,1990,2.62
6502,Tactical Roar,13,Actas,[],TV,2006,2.62
6503,Shinran-sama: Negai Soshite Hikari,1,Group TAC,"['Drama', 'Historical', 'Religion']",OVA,2008,2.62
6504,His Wish and Light,1,Group TAC,"['Drama', 'Historical', 'Religion']",OVA,2008,2.62
6505,Zillion,31,Tatsunoko Pro.,"['Original Work', 'Sci Fi']",TV,1987,2.62
6506,Red Photon Zillion,31,Tatsunoko Pro.,"['Original Work', 'Sci Fi']",TV,1987,2.62
6507,Pokemon: Pikachu and Pichu,1,OLM,"['Animal Protagonists', 'Family Friendly', 'Fantasy', 'Monsters']",Movie,2000,2.62
6508,Tide-Line Blue Special,1,,[],DVD Special,2006,2.62
6509,Yoku Wakaru Gendai Mahou,12,Nomad,"['Based on a Light Novel', 'Comedy', 'Ecchi', 'Magic']",TV,2009,2.62
6510,Modern Magic Made Simple,12,Nomad,"['Based on a Light Novel', 'Comedy', 'Ecchi', 'Magic']",TV,2009,2.62
6511,Goku: Midnight Eye,1,Toei Animation,"['Action', 'Sci Fi']",OVA,1989,2.62
6512,Re-Kan!,13,Pierrot Plus,"['Based on a Manga', 'Comedy', 'School Life', 'Supernatural']",TV,2015,2.62
6513,Fortune Quest OVA,4,J.C.Staff,"['Adventure', 'Fantasy']",OVA,1993,2.62
6514,Kyoshiro to Towa no Sora,12,TNK,"['Based on a Manga', 'Fantasy', 'Mecha', 'Romance', 'School Life']",TV,2007,2.62
6515,Shattered Angels,12,TNK,"['Based on a Manga', 'Fantasy', 'Mecha', 'Romance', 'School Life']",TV,2007,2.62
6516,New Dream Hunter Rem: Massacre in the Phantasmic Labyrinth,1,Studio Zain,[],OVA,1992,2.62
6517,New Dream Hunter Rem: Setsuriku no Mudenmekyu,1,Studio Zain,[],OVA,1992,2.62
6518,Doraemon: Obaa-chan no Omoide,1,Shinei Animation,[],Movie,2000,2.62
6519,Parasite Dolls,3,AIC,"['Androids', 'Explicit Sex', 'Futuristic', 'Original Work', 'Robots', 'Sci Fi']",OVA,2003,2.62
6520,Door Into Summer,1,MADHOUSE,"['Drama', 'Mature Themes', 'Nudity', 'Romance', 'Shoujo']",Movie,1981,2.62
6521,The Door Into Summer,1,MADHOUSE,"['Drama', 'Mature Themes', 'Nudity', 'Romance', 'Shoujo']",Movie,1981,2.62
6522,Natsu e no Tobira,1,MADHOUSE,"['Drama', 'Mature Themes', 'Nudity', 'Romance', 'Shoujo']",Movie,1981,2.62
6523,Carnage,1,Studio Khara,"['Japan Animator's Exhibition', 'Nudity', 'Revenge', 'Shorts']",Web,2014,2.62
6524,Yagami-kun's Family Affairs,3,Production I.G,"['Based on a Manga', 'Comedy', 'Romance']",OVA,1990,2.62
6525,Bokurano Recap,1,GONZO,"['High Stakes Games', 'Mature Themes', 'Mecha', 'Play or Die', 'Psychological', 'Recap', 'Sci Fi']",TV Special,2007,2.62
6526,Bokurano: Reminiscence,1,GONZO,"['High Stakes Games', 'Mature Themes', 'Mecha', 'Play or Die', 'Psychological', 'Recap', 'Sci Fi']",TV Special,2007,2.62
6527,Dead Girls,1,GONZO,"['Drama', 'Josei', 'Mecha', 'Mystery', 'Sci Fi']",OVA,2007,2.62
6528,The New Adventures of Kimba The White Lion,52,Tezuka Productions,['Animal Protagonists'],TV,1989,2.43
6529,Jungle Taitei (1989),52,Tezuka Productions,['Animal Protagonists'],TV,1989,2.43
6530,Pokemon: Pikachu's Pikaboo,1,OLM,"['Animal Protagonists', 'Family Friendly']",OVA,2001,2.43
6531,8 Man After,4,J.C.Staff,"['Action', 'Based on a Manga', 'Cyborgs', 'Police', 'Sci Fi', 'Violence']",OVA,1993,2.43
6532,Anime Sanjushi - Aramis no Bouken,1,Gallop,['Based on a Novel'],Movie,1989,2.43
6533,Power Stone,26,Studio Pierrot,['Adventure'],TV,1999,2.42
6534,Triton of the Sea,27,,"['Adventure', 'Fantasy']",TV,1972,2.42
6535,Umi no Triton,27,,"['Adventure', 'Fantasy']",TV,1972,2.42
6536,Tekkaman Blade: Missing Link,1,Tatsunoko Pro.,"['Mecha', 'Sci Fi']",OVA,1998,2.42
6537,Elf Princess Rane,2,KSS,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Treasure Hunters']",OVA,1995,2.42
6538,Yousei Hime Ren,2,KSS,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Treasure Hunters']",OVA,1995,2.42
6539,livetune: Transfer,1,,['Vocaloid'],Music Video,2012,2.42
6540,Transfer,1,,['Vocaloid'],Music Video,2012,2.42
6541,Chameleon,1,,"['Crude', 'Delinquents', 'Ecchi', 'School Life']",OVA,1996,2.42
6542,Bite Me! Chameleon,1,,"['Crude', 'Delinquents', 'Ecchi', 'School Life']",OVA,1996,2.42
6543,Boys Be,13,Hal Film Maker,"['Based on a Manga', 'Drama', 'Romance']",TV,2000,2.42
6544,Dr. Slump Movie 2: Space Adventure!,1,Toei Animation,[],Movie,1982,2.42
6545,Dr. Slump Movie 2: Hoyoyo Uchuu Daibouken,1,Toei Animation,[],Movie,1982,2.42
6546,Gamba no Bouken,26,TMS Entertainment,"['Adventure', 'Animal Protagonists']",TV,1975,2.42
6547,Macross 25th Anniversary Special Eizou - ALL THAT VF Macross Zero Version,1,,[],Other,2008,2.42
6548,Gunbuster: Science Lessons,6,Gainax,"['Omake', 'Original Work']",DVD Special,2004,2.42
6549,Top wo Nerae! Science Lessons,6,Gainax,"['Omake', 'Original Work']",DVD Special,2004,2.42
6550,Aim For the Top! Science Lessons,6,Gainax,"['Omake', 'Original Work']",DVD Special,2004,2.42
6551,Bakegyamon,51,Radix,"['Action', 'Adventure', 'Based on a Manga', 'Fantasy', 'Monsters', 'Person in a Strange World', 'Shounen']",TV,2006,2.42
6552,Urban Square,1,,['Mystery'],OVA,1986,2.42
6553,Brave Command Dagwon,48,Sunrise,"['Combining Mecha', 'Mecha', 'Sci Fi']",TV,1996,2.42
6554,Yuusha Shirei Dagwon,48,Sunrise,"['Combining Mecha', 'Mecha', 'Sci Fi']",TV,1996,2.42
6555,RG Veda,2,ANIMATE,['Fantasy'],OVA,1991,2.42
6556,Salamander,3,Pony Canyon,[],OVA,1987,2.42
6557,Sakura Taisen: Ecole de Paris,3,Radix,['Sci Fi'],OVA,2003,2.42
6558,NG Knight Lamune & 40,38,Ashi Productions,[],TV,1990,2.42
6559,Danchigai Special,1,Creators in Pack,"['Based on a Manga', 'Comedy', 'Slice of Life']",DVD Special,2015,2.42
6560,Tribe Cool Crew,50,Sunrise,"['Family Friendly', 'Original Work', 'Tournaments']",TV,2014,2.42
6561,Eureka Seven Ao: Aratanari Fukaki Ao,10,Bones,['Comedy'],Web,2012,2.42
6562,Kaiketsu Zorori,52,Sunrise,"['Adventure', 'Animal Protagonists', 'Family Friendly']",TV,2004,2.42
6563,Genji Monogatari,1,Group TAC,"['Based on a Novel', 'Drama', 'Feudal Japan', 'Josei', 'Romance']",Movie,1987,2.42
6564,Tale of Genji,1,Group TAC,"['Based on a Novel', 'Drama', 'Feudal Japan', 'Josei', 'Romance']",Movie,1987,2.42
6565,Saikin Imouto no Yousu ga Chotto Okashiinda ga. OVA,1,Project No. 9,[],OVA,2014,2.41
6566,Recently My Sister is Unusual OVA,1,Project No. 9,[],OVA,2014,2.41
6567,Shinshaku Sengoku Eiyuu Densetsu Sanada Juu Yuushi The Animation,1,Magic Bus,"['Feudal Japan', 'Historical', 'Ninja', 'War']",TV Special,2005,2.41
6568,Mighty Orbots,13,TMS Entertainment,"['Adventure', 'Episodic', 'Mecha', 'Robots', 'Sci Fi']",TV,1984,2.41
6569,Sousei Kishi Gaiarth,3,AIC,"['Action', 'Mecha', 'Post-apocalyptic', 'Sci Fi']",OVA,1992,2.41
6570,Genesis Survivor Gaiarth,3,AIC,"['Action', 'Mecha', 'Post-apocalyptic', 'Sci Fi']",OVA,1992,2.41
6571,iDOLM@STER: Live For You!,1,Sunrise,['Idols'],OVA,2008,2.41
6572,The iDOLM@STER: Live For You!,1,Sunrise,['Idols'],OVA,2008,2.41
6573,Zettai Karen Children - Chou Sakidori Special,1,Synergy SP,['Recap'],DVD Special,2010,2.41
6574,Togainu no Chi,12,A-1 Pictures,"['Action', 'Based on an Otome Game', 'Based on a Visual Novel', 'High Stakes Games', 'Mature Themes', 'Sexual Content', 'Violence']",TV,2010,2.41
6575,Choujin Locke: Shin Sekai Sentai,2,Nippon Animation,"['Action', 'Outer Space', 'Psychic Powers', 'Sci Fi']",OVA,1991,2.41
6576,Otome wa Boku ni Koishiteru: Tsunderella,1,Feel,"['Comedy', 'Fantasy']",DVD Special,2007,2.4
6577,Princess Lover! Picture Drama,6,,['Picture Drama'],DVD Special,2009,2.4
6578,Laughing Target,1,Studio Pierrot,['Horror'],OVA,1987,2.4
6579,Takane no Jitensha,1,,['Fantasy'],TV Special,2008,2.4
6580,Umi Monogatari ~Anata ga Ite Kureta Koto~ Special,1,Zexcs,['Fantasy'],DVD Special,2010,2.4
6581,39,1,,['Vocaloid'],Music Video,2012,2.39
6582,Nanako SOS,39,Kokusai Eigasha,[],TV,1983,2.39
6583,Hipira: The Little Vampire,10,Sunrise,"['Adventure', 'Family Friendly', 'Fantasy', 'Vampires']",TV,2009,2.39
6584,Soul Link,12,Picture Magic,"['Action', 'Based on an Eroge', 'Based on a Visual Novel', 'Drama', 'Futuristic', 'Military', 'Outer Space', 'Sci Fi']",TV,2006,2.39
6585,Lady Lady!! Movie,1,Toei Animation,[],Movie,1988,2.39
6586,Kobayashi ga Kawai Sugite Tsurai!!,2,,"['Comedy', 'Romance', 'School Life']",OVA,2013,2.39
6587,Queen's Blade OVA,2,,[],OVA,2011,2.39
6588,ESPer Mami: Hoshizora no Dancing Doll,1,Shinei Animation,[],Movie,1988,2.39
6589,Kishin Douji Zenki Gaiden: Anki Kitan,1,,[],OVA,1997,2.39
6590,Bobby's In Deep,1,MADHOUSE,"['Drama', 'Romance']",Movie,1985,2.39
6591,Winter Days,1,,['Abstract'],Movie,2003,2.39
6592,Fuyu no Hi,1,,['Abstract'],Movie,2003,2.39
6593,livetune: Weekender Girl,1,,['Vocaloid'],Music Video,2012,2.39
6594,Weekender Girl,1,,['Vocaloid'],Music Video,2012,2.39
6595,Makkuramori no Uta,1,,['Minna no Uta'],Music Video,1985,2.39
6596,Minna no Uta: Makkuramori no Uta,1,,['Minna no Uta'],Music Video,1985,2.39
6597,Happy Seven,13,Studio Hibari,"['Based on a Light Novel', 'Comedy', 'Fantasy']",TV,2005,2.39
6598,Baby Love,1,Studio Comet,"['Based on a Manga', 'Romance', 'Shoujo']",OVA,1997,2.39
6599,Rascal the Raccoon,52,Nippon Animation,"['Based on a Novel', 'World Masterpiece Theater']",TV,1977,2.39
6600,Araiguma Rascal,52,Nippon Animation,"['Based on a Novel', 'World Masterpiece Theater']",TV,1977,2.39
6601,The Green Cat,1,Tezuka Productions,"['Aliens', 'Based on a Manga', 'Detectives', 'Mystery', 'Sci Fi', 'Violence']",OVA,1983,2.39
6602,Midori no Neko,1,Tezuka Productions,"['Aliens', 'Based on a Manga', 'Detectives', 'Mystery', 'Sci Fi', 'Violence']",OVA,1983,2.39
6603,Good Morning Call,1,Production I.G,"['Based on a Manga', 'Drama', 'Romance', 'School Life']",OVA,2001,2.39
6604,1001 Nights,1,Mushi Pro,"['Abstract', 'Fantasy', 'Original Work', 'Romance']",Movie,1998,2.39
6605,The Tale of Apfelland,1,J.C.Staff,[],Movie,1992,2.39
6606,Apfelland Monogatari,1,J.C.Staff,[],Movie,1992,2.39
6607,Panda-Z: The Robonimation,30,Synergy SP,"['Animal Protagonists', 'Comedy', 'Family Friendly', 'Mecha']",TV,2004,2.39
6608,Tenshi ni Narumon!,26,Studio Pierrot,['Family Friendly'],TV,1999,2.39
6609,I'm Gonna Be An Angel!,26,Studio Pierrot,['Family Friendly'],TV,1999,2.39
6610,Hengen Taima Yakou Karura Mau! Nara Onryou Emaki,1,,"['Action', 'Explicit Violence', 'Ghost Hunters', 'Horror', 'Mature Themes', 'Supernatural']",Movie,1989,2.39
6611,Tales of Gekijou,5,Sunrise,[],Other,2011,2.39
6612,Sister Princess Re Pure,13,Zexcs,"['Comedy', 'Drama', 'Harem', 'Slice of Life']",TV,2002,2.38
6613,Iron Man: Rise of Technovore,1,MADHOUSE,"['Action', 'Based on a Comic Book', 'Marvel Comics', 'Robots', 'Sci Fi']",OVA,2013,2.38
6614,Rinne no Lagrange Picture Drama,6,XEBEC,['Picture Drama'],DVD Special,2012,2.38
6615,Momoiro Sisters,24,Studio Deen,"['Comedy', 'Mature Themes', 'Slice of Life']",TV,1998,2.38
6616,Boku Otaryman.,2,Studio Puyukai,"['Comedy', 'Flash Animation', 'Otaku Culture', 'Slice of Life']",OVA,2010,2.38
6617,Memories Off 2nd,3,Picture Magic,['Romance'],OVA,2003,2.38
6618,Doukyuusei 2 Special: Sotsugyousei,3,Pink Pineapple,[],OVA,1999,2.38
6619,Ocha-ken,26,Foursome,"['Animal Protagonists', 'Family Friendly']",TV,2003,2.38
6620,Bannertail: The Story of Gray Squirrel,26,Nippon Animation,"['Animal Protagonists', 'Countryside', 'Episodic', 'Family Friendly']",TV,1979,2.38
6621,Seton Doubutsuki: Risu no Banner,26,Nippon Animation,"['Animal Protagonists', 'Countryside', 'Episodic', 'Family Friendly']",TV,1979,2.38
6622,Mahou Tsukai Jiji,1,,[],Web,2011,2.38
6623,Legend of Crystania: The Motion Picture,1,,"['Adventure', 'Fantasy']",Movie,1995,2.38
6624,F-Zero Falcon Densetsu,51,Ashi Productions,"['Futuristic', 'Racing']",TV,2003,2.38
6625,Tono to Issho,12,Gathering,"['Based on a Manga', 'Comedy', 'Feudal Japan', 'Historical', 'Parody']",TV,2010,2.38
6626,Eiga Happiness Charge Precure! Ningyou no Kuni no Ballerina,1,Toei Animation,"['Magic', 'Magical Girl', 'Shoujo']",Movie,2014,2.38
6627,Happiness Charge Pretty Cure! Movie: Ningyou no Kuni no Ballerina,1,Toei Animation,"['Magic', 'Magical Girl', 'Shoujo']",Movie,2014,2.38
6628,Shukufuku no Campanella,12,AIC,"['Based on an Eroge', 'Based on a Visual Novel', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic']",TV,2010,2.38
