ID,Title,Episodes,Producers,Genres,Type,Year,Rating
4393,Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko,1,['Toei Animation'],"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Kids', 'Magic', 'Romance', 'Super Power', 'Supernatural']", OVA,2005,6.65
4394,K-On!!: Ura-On!!,9,['Kyoto Animation'],['Comedy'], Special,2010,6.65
4395,Inugami-san to Nekoyama-san Special,1,"['DAX Production', 'Seven', 'Dream Creation']","['Comedy', 'School', 'Shoujo Ai']", Special,2014,6.65
4396,Happy Happy Clover,13,['Group TAC'],"['Comedy', 'Fantasy', 'Kids', 'Shoujo']", TV,2007,6.65
4397,Koutetsu Sangokushi Special,1,"['Picture Magic', 'NAS']","['Historical', 'Shounen']", Special,2008,6.65
4398,Kagaku Ninja-tai Gatchaman II,52,['Tatsunoko Productions'],"['Action', 'Adventure', 'Sci-Fi', 'Shounen']", TV,1978,6.65
4399,Hana no Mahou Tsukai Mary Bell,50,['Production Reed'],"['Adventure', 'Fantasy', 'Magic', 'Shoujo']", TV,1992,6.71
4400,Macross 25th Anniversary: All That VF Macross Zero Version,1,['add some'],"['Action', 'Mecha', 'Sci-Fi']", ONA,2008,6.65
4401,Karakuri no Kimi,1,"['Shogakukan Productions', 'TMS Entertainment', 'Toho Company', 'Media Blasters']","['Action', 'Comedy', 'Fantasy', 'Historical', 'Horror', 'Martial Arts', 'Samurai', 'Shounen', 'Supernatural']", OVA,2000,6.71
4402,Kanokon: Manatsu no Dai Shanikusai Specials,2,['Xebec'],['Ecchi'], Special,2009,6.71
4403,Inu to Hasami wa Tsukaiyou,12,"['Gonzo', 'Avex Entertainment', 'Sentai Filmworks']","['Comedy', 'Supernatural']", TV,2013,6.71
4404,iDOLM@STER Xenoglossia,26,"['Sunrise', 'Sentai Filmworks']","['Action', 'Comedy', 'Mecha', 'Sci-Fi']", TV,2007,6.71
4405,Ginga Reppuu Baxingar,39,['Kokusai Eigasha'],"['Action', 'Adventure', 'Mecha']", TV,1982,6.71
4406,Kuragehime: Eiyuu Retsuden,4,"['FUNimation Entertainment', 'Brains Base', 'Asmik Ace Entertainment']","['Comedy', 'Josei', 'Slice of Life']", Special,2011,6.71
4407,Nezha Nao Hai,1,['add some'],['Kids'], Movie,1979,6.71
4408,Project A-Ko 3: Cinderella Rhapsody,1,['Pony Canyon'],"['Action', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen', 'Super Power']", OVA,1988,6.71
4409,Pokemon: Pikachu no Fushigi na Fushigi na Daibouken,1,['add some'],"['Adventure', 'Comedy', 'Fantasy', 'Kids']", Special,2010,6.71
4410,Nekojiru Gekijou Jirujiru Original,27,['Japan Home Video'],"['Action', 'Comedy']", TV,1999,6.71
4411,Saint Seiya: Legend of Sanctuary,1,['Toei Animation'],"['Adventure', 'Fantasy', 'Sci-Fi', 'Shounen']", Movie,2014,6.71
4412,Pokemon: Meloetta no Kirakira Recital,1,"['Oriental Light and Magic', 'The Pokemon Company International']","['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Music']", Movie,2012,6.71
4413,Shirayuki Hime no Densetsu,52,['Tatsunoko Productions'],"['Adventure', 'Fantasy', 'Romance']", TV,1994,6.71
4414,Sky Girls Specials,9,['J.C.Staff'],"['Comedy', 'Mecha', 'Military', 'Sci-Fi']", Special,2007,6.71
4415,Code Geass: Soubou no Oz Picture Drama,5,['Sunrise'],"['Action', 'Drama', 'Mecha', 'Military', 'School', 'Supernatural']", OVA,2013,6.7
4416,Street Fighter Zero The Animation,1,['Group TAC'],"['Action', 'Drama', 'Martial Arts', 'Shounen', 'Super Power']", Movie,1999,6.71
4417,Chouon Senshi Borgman,35,"['Production Reed', 'Asahi Production', 'Yomiuri Advertising']","['Action', 'Demons', 'Sci-Fi', 'Shounen']", TV,1988,6.7
4418,Baldr Force Exe Resolution,4,"['Satelight', 'FUNimation Entertainment', 'Alchemist']","['Action', 'Drama', 'Mecha', 'Sci-Fi']", OVA,2006,6.7
4419,Star Ocean EX,26,['Studio Deen'],"['Adventure', 'Fantasy', 'Sci-Fi', 'Shounen']", TV,2001,6.71
4420,Sore Ike! Anpanman,  Unknown,['TMS Entertainment'],"['Comedy', 'Fantasy', 'Kids']", TV,1988,6.71
4421,Yoru no Yatterman,12,"['Yomiuri Telecasting Corporation', 'Starchild Records', 'FUNimation Entertainment', 'Tatsunoko Productions', 'Lantis', 'Half H.P Studio']","['Action', 'Adventure', 'Comedy', 'Drama']", TV,2015,6.71
4422,Time Bokan,61,['Tatsunoko Productions'],"['Adventure', 'Comedy', 'Mecha']", TV,1975,6.72
4423,Devilman,39,"['Toei Animation', 'Discotek', 'Dynamic Planning']","['Action', 'Demons', 'Horror', 'Supernatural']", TV,1972,6.7
4424,Crying Freeman,6,"['Toei Animation', 'ADV Films', 'Discotek']","['Action', 'Drama', 'Martial Arts', 'Police', 'Romance', 'Seinen']", OVA,1988,6.7
4425,Fuuma no Kojirou: Seiken Sensou-hen,6,['Toei Animation'],['Action'], OVA,1990,6.7
4426,Gall Force 2: Destruction,1,"['AIC', 'Artmic', 'Animate Film']","['Action', 'Military', 'Sci-Fi', 'Space']", OVA,1987,6.7
4427,Crusher Joe (1989),2,['Studio Nue'],"['Action', 'Adventure', 'Sci-Fi']", OVA,1989,6.7
4428,Examurai Sengoku,24,['TMS Entertainment'],"['Action', 'Martial Arts', 'Samurai', 'Sci-Fi']", TV,2009,6.7
4429,Cosmo Warrior Zero,13,"['AT-X', 'Media Blasters']","['Action', 'Adventure', 'Military', 'Sci-Fi', 'Shounen']", TV,2001,6.7
4430,Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,25,"['Toei Animation', 'TV Asahi']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']", TV,2011,6.7
4431,Ie Naki Ko (Movie),1,['Tokyo Movie Shinsha'],"['Adventure', 'Drama', 'Slice of Life']", Movie,1980,6.7
4432,Himeyuri,1,"['Himeyuri Alumnae Incorporated Foundation', 'ASIA Documentary Productions']","['Drama', 'Historical']", Movie,2012,6.7
4433,Kero Kero Chime,30,['Studio Comet'],"['Adventure', 'Comedy', 'Fantasy']", TV,1997,6.7
4434,Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,3,['Sunrise'],['Fantasy'], OVA,1993,6.7
4435,Ningyo,1,['Mushi Productions'],['Fantasy'], Movie,1964,6.7
4436,Kagaku Ninja-tai Gatchaman (Movie),1,"['Tatsunoko Productions', 'Imagi', 'Sentai Filmworks', 'Toshiba Entertainment']","['Action', 'Adventure', 'Sci-Fi', 'Shounen', 'Super Power']", Movie,1978,6.7
4437,Ghost in the Shell: Arise - Another Mission,1,['Production I.G'],"['Action', 'Mecha', 'Police', 'Sci-Fi']", Special,2013,6.7
4438,Master Mosquiton 99,26,"['TV Tokyo', 'Sotsu Agency', 'Zero-G Room']","['Action', 'Adventure', 'Comedy', 'Supernatural', 'Vampire']", TV,1997,6.7
4439,Otogi-Jushi Akazukin OVA,1,['Madhouse'],"['Adventure', 'Comedy', 'Fantasy', 'Magic']", OVA,2005,6.7
4440,Phantom The Animation,3,"['KSS', 'Media Blasters', 'Atelier Musa']","['Action', 'Drama', 'Shounen']", OVA,2004,6.7
4441,Pokemon: Pikachu Koori no Daibouken,1,['Oriental Light and Magic'],"['Adventure', 'Comedy', 'Fantasy', 'Kids']", Special,2008,6.7
4442,Pokemon: Pikachu no Dokidoki Kakurenbo,1,"['Oriental Light and Magic', '4Kids Entertainment', 'Miramax Films']","['Adventure', 'Comedy', 'Fantasy', 'Kids']", Movie,2001,6.7
4443,Precure All Stars Movie: Haru no Carnival: Ima Koko Kara,1,['Toei Animation'],"['Fantasy', 'Magic', 'Music', 'Shoujo']", Music,2015,6.7
4444,Puchimas!: Petit iDOLM@STER - Dai 0 Wa,1,['Gathering'],"['Comedy', 'Music', 'Slice of Life']", OVA,2012,6.7
4445,RDG: Red Data Girl,12,"['FUNimation Entertainment', 'Lantis', 'P.A. Works']","['Fantasy', 'Magic']", TV,2013,6.7
4446,No Game No Life Specials,6,"['Madhouse', 'Media Factory', 'Sentai Filmworks']","['Ecchi', 'Fantasy', 'Game']", Special,2014,6.7
4447,Neko Neko Fantasia,1,['AIC'],['Comedy'], OVA,1991,6.65
4448,Mai-Otome Special: Otome no Inori,1,['Sunrise'],"['School', 'Slice of Life']", Special,2010,6.65
4449,Neko Ramen,13,"['Think Corporation', 'KENMedia']",['Comedy'], ONA,2006,6.65
4450,Ring ni Kakero 1: Kage Dou-hen,6,['Toei Animation'],"['Action', 'Shounen', 'Sports']", TV,2010,6.7
4451,Sengoku Musou SP: Sanada no Shou,1,['TYO Animations'],"['Action', 'Historical', 'Samurai']", Special,2014,6.71
4452,Mobile Suit Gundam AGE,49,"['Sunrise', 'Lantis', 'Mainichi Broadcasting', 'Sony Music Entertainment']","['Action', 'Mecha', 'Sci-Fi', 'Space']", TV,2011,6.65
4453,Madou King Granzort: Bouken Hen,3,['add some'],"['Action', 'Comedy', 'Fantasy', 'Magic', 'Mecha', 'Sci-Fi', 'Shounen']", OVA,1992,6.65
4454,Rizelmine,24,"['Madhouse', 'm.o.e.', 'Imagin']","['Comedy', 'Ecchi', 'Romance', 'School', 'Sci-Fi']", TV,2002,6.7
4455,RahXephon Specials,2,['Bones'],"['Action', 'Drama', 'Mecha', 'Music', 'Mystery', 'Romance', 'Sci-Fi']", Special,2003,6.65
4456,Takarajima Memorial: Yuunagi to Yobareta Otoko,1,['Madhouse'],"['Adventure', 'Drama', 'Historical', 'Mystery', 'Supernatural']", OVA,1992,6.65
4457,Nozoki Ana,1,"['Studio Fantasia', 'Toho Company']","['Comedy', 'Drama', 'Ecchi']", OVA,2013,6.65
4458,Sora no Manimani Specials,3,['Studio Comet'],"['Comedy', 'School', 'Slice of Life']", Special,2009,6.65
4459,Pokemon: Pikachu Tankentai,1,"['Oriental Light and Magic', '4Kids Entertainment', 'Warner Bros.']","['Adventure', 'Comedy', 'Fantasy', 'Kids']", Movie,1999,6.65
4460,Prism Ark,12,['Front Line'],"['Action', 'Comedy', 'Drama', 'Fantasy', 'Magic']", TV,2007,6.65
4461,Nurarihyon no Mago: Sennen Makyou Recaps,2,['Studio Deen'],"['Action', 'Demons', 'Shounen', 'Supernatural']", Special,2011,6.65
4462,Rokumon Tengai Mon Colle Knights,51,['Studio Deen'],"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Magic', 'Parody']", TV,2000,6.65
4463,Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kikiippatsu!,1,"['Shogakukan Productions', 'TMS Entertainment']","['Adventure', 'Comedy', 'Kids']", Movie,2003,6.65
4464,Twilight Q,2,"['Ajia-Do', 'Studio Deen']","['Mystery', 'Psychological', 'Romance', 'Sci-Fi']", OVA,1987,6.65
4465,Tottoi,1,['Nippon Animation'],"['Adventure', 'Drama', 'Kids', 'Slice of Life']", Movie,1992,6.65
4466,Arc the Lad,26,"['Bee Train', 'Sony Pictures Entertainment', 'Aniplex', 'ADV Films']","['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi']", TV,1999,6.64
4467,Chibi Kero: Kerobouru no Himitsu!?,1,['Sunrise'],['Comedy'], Special,2007,6.65
4468,Boku wa Imouto ni Koi wo Suru,1,['Y.O.U.C'],"['Romance', 'Shoujo']", OVA,2005,6.64
4469,Yume no Hoshi no Button Nose,26,"['TV Asahi', 'Sanrio']","['Adventure', 'Kids']", TV,1985,6.65
4470,Tensai Bakabon,40,"['Tokyo Movie Shinsha', 'Yomiuri Telecasting Corporation', 'Imagica']","['Comedy', 'Slice of Life']", TV,1971,6.65
4471,Doraemon: It's Spring!,1,['Asatsu DK'],"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']", Special,1983,6.64
4472,Denshin Mamotte Shugogetten,8,['Toei Animation'],"['Comedy', 'Fantasy', 'Magic', 'Romance', 'Shounen']", OVA,2000,6.64
4473,Kami nomi zo Shiru Sekai: Natsu-iro Surprise,1,['Manglobe'],['Music'], Music,2011,6.64
4474,I''s Pure Bonus,5,"['Studio Pierrot', 'Viz Media']","['Comedy', 'Ecchi', 'Romance']", Special,2005,6.64
4475,"Kyou, Koi wo Hajimemasu",2,['J.C.Staff'],"['Romance', 'School', 'Shoujo']", OVA,2010,6.64
4476,Chiisana Viking Vickie,78,"['Nippon Animation', 'Mushi Productions']","['Adventure', 'Comedy', 'Historical', 'Kids']", TV,1974,6.64
4477,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,1,['Silver Link'],['Music'], OVA,2013,6.64
4478,Heavy Object,  Unknown,"['J.C.Staff', 'FUNimation Entertainment', 'Magic Capsule', 'SANZIGEN']","['Action', 'Mecha', 'Military', 'Sci-Fi']", TV,2015,6.65
4479,Nintama Rantarou Movie,1,['Ajia-Do'],"['Comedy', 'Shounen']", Movie,1996,6.64
4480,Paul no Miracle Daisakusen,51,"['Tatsunoko Productions', 'Fuji TV']","['Action', 'Adventure', 'Kids']", TV,1976,6.64
4481,Little Lulu to Chicchai Nakama,26,['Nippon Animation'],"['Comedy', 'Kids', 'Slice of Life']", TV,1976,6.64
4482,Pokemon: Pikachu no Summer Bridge Story,1,['Oriental Light and Magic'],"['Adventure', 'Comedy', 'Fantasy', 'Kids']", Special,2011,6.64
4483,Memory (ONA),1,['add some'],"['Drama', 'Military', 'Sci-Fi', 'Slice of Life']", ONA,2009,6.63
4484,Mobile Suit SD Gundam Mk I,3,['Sunrise'],"['Mecha', 'Parody', 'Sci-Fi']", Special,1988,6.64
4485,Mix Master: King of Cards,39,"['Nippon Animation', 'Sunwoo Entertainment', 'KBS']","['Adventure', 'Fantasy', 'Game', 'Shounen']", TV,2005,6.64
4486,Natsu e no Tobira,1,"['Madhouse', 'Toei Animation']","['Drama', 'Romance', 'Shoujo', 'Shounen Ai']", Movie,1981,6.65
4487,"Pokemon: Pikachu, Kore Nan no Kagi?",1,['The Pokemon Company International'],"['Adventure', 'Comedy', 'Fantasy', 'Kids']", Movie,2014,6.64
4488,Seikimatsu Occult Gakuin Specials,4,"['Aniplex', 'Xebec', 'A-1 Pictures', 'NIS America, Inc.']","['Comedy', 'School', 'Supernatural']", Special,2010,6.64
4489,Shukufuku no Campanella (OVA),1,"['AIC', 'Right Stuf']","['Comedy', 'Ecchi', 'Fantasy']", OVA,2011,6.64
4490,Takamiya Nasuno Desu!: Teekyuu Spin-off,12,"['DAX Production', 'Earth Star Entertainment', 'Millepensee']","['Comedy', 'Shounen']", TV,2015,6.64
4491,Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,5,"['Production I.G', 'FUNimation Entertainment']","['Comedy', 'Historical']", Special,2011,6.64
4492,Softenni,12,"['Xebec', 'Geneon Universal Entertainment', 'Lantis', 'AT-X', 'The Klock Worx', 'Studio Mausu']","['Comedy', 'Ecchi', 'School', 'Sports']", TV,2011,6.64
4493,Sukeban Deka,2,"['ADV Films', 'Hakusensha', 'Big Bang']","['Action', 'Drama', 'Police', 'School', 'Shoujo']", OVA,1991,6.64
4494,Shuffle! Memories,12,"['Asread', 'Kadokawa Pictures USA', 'Memory-Tech']","['Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Seinen']", TV,2007,6.64
4495,Alps no Shoujo Heidi: Alm no Yama-hen,1,['Nippon Animation'],"['Drama', 'Historical', 'Slice of Life']", Movie,1996,6.63
4496,Ushinawareta Mirai wo Motomete: Ushinawareta Natsuyasumi wo Motomete,1,"['Feel', 'Starchild Records']",['Romance'], Special,2015,6.64
4497,Wakakusa no Yon Shimai,26,['add some'],['Drama'], TV,1981,6.64
4498,Uchuu Taitei God Sigma,50,['add some'],"['Action', 'Mecha', 'Space']", TV,1980,6.64
4499,Weekender Girl,1,['Sega'],['Music'], Music,2012,6.64
4500,Terra e... (Movie),1,"['Toei Animation', 'Right Stuf']","['Action', 'Drama', 'Sci-Fi', 'Shounen']", Movie,1980,6.64
4501,Tenshi no Shippo Chu!,11,['Bandai Visual'],"['Fantasy', 'Magic', 'Romance']", TV,2003,6.64
4502,Boys Be...,13,"['Hal Film Maker', 'Right Stuf']","['Comedy', 'Romance', 'Shounen', 'Slice of Life']", TV,2000,6.63
4503,Freezing Vibration Specials,6,"['FUNimation Entertainment', 'Media Factory', 'A.C.G.T.']","['Action', 'Comedy', 'Ecchi']", Special,2013,6.63
4504,Galaxy Angel Rune,13,"['Madhouse', 'Bandai Visual', 'Satelight', 'Broccoli', 'Sunny Side Up']","['Comedy', 'Sci-Fi']", TV,2006,6.63
4505,Gokinjo Monogatari the Movie,1,['add some'],"['Comedy', 'Drama', 'Romance']", Movie,1996,6.63
4506,Gokuu no Daibouken,39,['Mushi Productions'],"['Comedy', 'Fantasy']", TV,1967,6.63
4507,High School Star Musical,12,"['FUNimation Entertainment', 'C-Station']","['Music', 'School', 'Slice of Life']", TV,2015,6.63
4508,Blossom,1,['Ordet'],['Music'], Movie,2012,6.63
4509,Denshinbashira Elemi no Koi,1,['Sovat Theater'],['Fantasy'], Movie,2009,6.63
4510,Ore wa Teppei,28,"['Nippon Animation', 'Fuji TV']","['Action', 'Shounen', 'Sports']", TV,1977,6.63
4511,Komadori Eiga: Komaneko,1,['dwarf'],"['Kids', 'Slice of Life']", Movie,2006,6.63
4512,Mahou Shoujo Lalabel,49,['Toei Animation'],"['Comedy', 'Magic', 'Shoujo', 'Slice of Life']", TV,1980,6.63
4513,Nezumi Monogatari: George to Gerald no Bouken,1,['Madhouse'],"['Adventure', 'Kids']", Movie,2007,6.63
4514,Kokoro Toshokan,13,"['Studio Deen', 'Victor Entertainment']","['Comedy', 'Drama', 'Slice of Life']", TV,2001,6.63
4515,Nozo x Kimi,3,['Zexcs'],"['Comedy', 'Ecchi', 'Romance', 'School', 'Shounen']", OVA,2014,6.63
4516,Mega Man,27,"['ADV Films', 'Production Reed', 'Capcom', 'Discotek']","['Action', 'Adventure', 'Comedy']", TV,1994,6.63
4517,Owari no Seraph: The Beginning of the End,1,['Wit Studio'],"['Action', 'Drama', 'Shounen', 'Supernatural', 'Vampire']", Special,2015,6.63
4518,Persona 4 The Golden Animation: Thank you Mr. Accomplice,1,"['A-1 Pictures', 'Aniplex of America']","['Adventure', 'Mystery', 'School', 'Sci-Fi', 'Super Power', 'Supernatural']", Special,2014,6.63
4519,Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,1,"['Oriental Light and Magic', 'The Pokemon Company International', 'Nintendo of America']","['Adventure', 'Fantasy']", Special,2006,6.63
4520,Pokemon XY SP: Road to Kalos,1,"['TV Tokyo', 'Oriental Light and Magic']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']", Special,2013,6.63
4521,Ring ni Kakero 1,12,['Toei Animation'],"['Action', 'Shounen', 'Sports']", TV,2004,6.63
4522,Robot Girls Z,3,"['Toei Animation', 'Nippon Columbia', 'LandQ studios']","['Comedy', 'Parody']", Special,2014,6.63
4523,Ryuugajou Nanana no Maizoukin,1,['A-1 Pictures'],"['Comedy', 'Supernatural']", Special,2011,6.63
4524,Saint October,26,"['Konami', 'Studio Comet', 'Yomiko Advertising', 'Delphi Sound']","['Adventure', 'Fantasy']", TV,2007,6.63
4525,SpaceDandy 2nd Season Picture Drama,3,"['Bones', 'Bandai Visual']","['Comedy', 'Sci-Fi', 'Space']", Special,2014,6.63
4526,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,10,['ChuChu'],"['Comedy', 'Romance', 'School', 'Shoujo Ai']", ONA,2009,6.63
4527,Soukyuu no Fafner: Arcadian Memory,2,['Xebec'],"['Action', 'Drama', 'Mecha', 'Sci-Fi']", OVA,2005,6.62
4528,Soukou Kihei Votoms Recaps,4,['Sunrise'],"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']", OVA,1986,6.63
4529,Tanpen Unico: Kuroi Kumo to Shiroi Hane,1,['Sanrio'],"['Adventure', 'Fantasy', 'Kids']", Movie,1979,6.61
4530,Tokyo ESP,12,"['Xebec', 'FUNimation Entertainment', 'Lantis', 'Rakuonsha', 'The Klock Worx', 'Tokyo MX']","['Action', 'Comedy', 'Sci-Fi', 'Shounen', 'Super Power', 'Supernatural']", TV,2014,6.63
4531,Saint Seiya Omega,97,"['Toei Animation', 'Dentsu', 'TV Asahi']","['Action', 'Adventure', 'Fantasy', 'Shounen']", TV,2012,6.63
4532,Stella Jogakuin Koutou-ka C-bu,13,"['Gainax', 'Pony Canyon', 'TBS', 'Sentai Filmworks']","['Military', 'School', 'Sports']", TV,2013,6.63
4533,Utopia,1,['P.A. Works'],['Music'], Music,2014,6.63
4534,Argento Soma Special,1,"['Sunrise', 'Bandai Entertainment']","['Action', 'Mecha', 'Sci-Fi']", Special,2002,6.62
4535,Yodaka no Hoshi,1,['NHK'],"['Adventure', 'Kids']", Movie,  Not available,6.63
4536,Zettai Karen Children Recap,1,"['Geneon Universal Entertainment', 'SynergySP']","['Action', 'Comedy', 'Shounen', 'Supernatural']", Special,2009,6.63
4537,Yaoguai Mingdan,  Unknown,['add some'],"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Romance']", ONA,2014,6.61
4538,Aru Tabibito no Nikki Specials,3,['Robot'],"['Adventure', 'Fantasy']", Special,2006,6.62
4539,Yokuwakaru Gendaimahou,12,"['Nomad', 'Sentai Filmworks', 'Studio Jack']","['Comedy', 'Magic']", TV,2009,6.63
4540,Umi no Triton (1979),2,['add some'],"['Adventure', 'Fantasy', 'Shounen']", Movie,1979,6.63
4541,Doraemon: It's New Year!,1,['Asatsu DK'],"['Comedy', 'Kids', 'Sci-Fi', 'Shounen']", Special,1979,6.62
4542,Feng Yun Jue,1,['Puzzle Animation Studio Limited'],"['Action', 'Adventure', 'Martial Arts']", Movie,2008,6.62
4543,Cyborg 009: Chou Ginga Densetsu,1,['Toei Animation'],"['Action', 'Sci-Fi', 'Space']", Movie,1980,6.63
4544,Bobobo-bo Bo-bobo Recap,1,['Toei Animation'],"['Action', 'Comedy', 'Parody', 'Sci-Fi', 'Shounen']", Special,2004,6.58
4545,Black Jack: Heian Sento,1,['Beijing Sharaku Art'],['Shounen'], Movie,1996,6.62
4546,Asari-chan,54,['Toei Animation'],"['Comedy', 'Shoujo', 'Slice of Life']", TV,1982,6.62
4547,Gakkatsu!,25,['NHK'],"['Comedy', 'School']", TV,2012,6.62
4548,Chousoku Henkei Gyrozetter,51,['A-1 Pictures'],"['Action', 'Cars', 'Mecha', 'Shounen']", TV,2012,6.62
4549,Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,4,['Chaos Project'],"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen']", OVA,2000,6.62
4550,Gokujou!! Mecha Mote Iinchou Second Collection,51,"['TV Tokyo', 'Shogakukan Productions', 'SynergySP']","['Comedy', 'Romance', 'School', 'Shoujo']", TV,2010,6.62
4551,Haikyuu!! Quest Picture Drama,3,"['Production I.G', 'Bandai Namco Games']","['Comedy', 'Fantasy', 'Game', 'Shounen']", OVA,2014,6.62
4552,Houkago Midnighters,1,"['CoMix Wave Films', 'Sony Music Entertainment']","['Fantasy', 'Kids']", Movie,2012,6.62
4553,Girls und Panzer Heartful Tank Disc Picture Drama,4,"['Actas', 'Lantis']","['Military', 'School']", Special,2013,6.62
4554,Juusen Battle Monsuno,52,"['TV Tokyo', 'Dentsu', 'Dentsu Entertainment USA', 'Larx Entertainment']","['Action', 'Adventure']", TV,2012,6.62
4555,Kanokon Specials,12,['Xebec'],['Ecchi'], Special,2008,6.62
4556,Happiness!,12,"['Artland', 'Maiden Japan', 'Delphi Sound']","['Comedy', 'Harem', 'Magic', 'Romance', 'School']", TV,2006,6.62
4557,Pokemon: Pikachu Tanken Club,1,['Oriental Light and Magic'],"['Adventure', 'Comedy', 'Fantasy', 'Kids']", Special,2007,6.62
4558,Kojika Monogatari,52,['Visual 80'],['Drama'], TV,1983,6.62
4559,Kudan,1,['add some'],['Fantasy'], Movie,2008,6.62
4560,Mobile Suit SD Gundam Mk II,3,['Sunrise'],"['Mecha', 'Parody', 'Sci-Fi']", OVA,1989,6.62
4561,Oneechan ga Kita Special,1,"['Takeshobo', 'C2C']","['Comedy', 'Slice of Life']", Special,2014,6.62
4562,Mission-E,12,['Studio Deen'],"['Action', 'Comedy', 'School', 'Sci-Fi']", TV,2008,6.63
4563,Kiteretsu Daihyakka,331,"['Studio Gallop', 'Fuji TV']","['Comedy', 'Drama', 'Slice of Life']", TV,1988,6.62
4564,Moetan,12,"['Actas', 'Lantis']","['Comedy', 'Ecchi', 'Magic', 'School']", TV,2007,6.62
4565,Amnesia OVA,1,['Brains Base'],"['Fantasy', 'Shoujo']", OVA,2013,6.61
4566,Umi Monogatari: Kanon to Iku Amamikoshima,13,['Zexcs'],['Comedy'], Special,2009,6.62
4567,Shenmue: The Movie,1,['add some'],"['Action', 'Adventure', 'Game', 'Martial Arts']", Movie,2001,6.62
4568,Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,7,"['Kyoto Animation', 'Avex Entertainment']",['Comedy'], Special,2014,6.61
4569,Strange Dawn,13,['Hal Film Maker'],"['Adventure', 'Drama', 'Fantasy']", TV,2000,6.62
4570,Vividred Operation,12,"['Aniplex', 'A-1 Pictures', 'Mainichi Broadcasting', 'Aniplex of America']","['Action', 'Sci-Fi']", TV,2013,6.62
4571,Bakusou Kyoudai Let's & Go Special,1,"['Production I.G', 'Xebec']","['Adventure', 'Cars', 'Shounen', 'Sports']", Special,1996,6.61
4572,Tantei Opera Milky Holmes: Alternative,2,"['J.C.Staff', 'Artland', 'Bushiroad Inc.', 'Chrono Gear Creative']","['Comedy', 'Mystery', 'Super Power']", Special,2012,6.62
4573,Chou Kuse ni Narisou,39,['Studio Kikan'],"['Comedy', 'Romance', 'School']", TV,1994,6.61
4574,Go! Go! Ackman,1,['add some'],"['Action', 'Comedy', 'Supernatural']", OVA,1994,6.61
4575,Chikyuu ga Ugoita Hi,1,['add some'],['Drama'], Movie,1997,6.61
4576,Doraemon: Summer Holiday,1,['Asatsu DK'],"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']", Special,1986,6.61
4577,Doku Tenshi no Shippo,4,['add some'],"['Comedy', 'Fantasy', 'Magic', 'Romance']", Special,2005,6.61
4578,Himawari!!,13,"['Arms', 'Starchild Records', 'Maiden Japan']","['Comedy', 'Romance']", TV,2007,6.61
4579,Dance in the Vampire Bund Recap,1,['Shaft'],"['Action', 'Supernatural', 'Vampire']", Special,2010,6.61
4580,Hyakka Ryouran: Samurai After Specials,2,['Arms'],['Ecchi'], Special,2015,6.61
4581,Just Awake,1,['VAP'],"['Action', 'Music', 'Sci-Fi']", Music,2012,6.61
4582,Kami nomi zo Shiru Sekai: Nonstop!! Hunters,1,['Manglobe'],['Music'], Music,2011,6.61
4583,Kikou Kantai Dairugger XV,52,['Toei Animation'],"['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen']", TV,1982,6.61
4584,Kyoto Animation: Megane-hen,1,"['Kyoto Animation', 'Lantis', 'Rakuonsha', 'Animation Do']",['Thriller'], Special,2012,6.61
4585,Kanojo ga Flag wo Oraretara,13,"['Hoods Entertainment', 'NIS America, Inc.', 'The Klock Worx']","['Comedy', 'Harem', 'Romance', 'School']", TV,2014,6.61
4586,Midori no Makibao,61,"['Studio Pierrot', 'Fuji TV']","['Comedy', 'Sports']", TV,1996,6.61
4587,Midnight Eye: Gokuu II,1,['Madhouse'],"['Action', 'Adventure', 'Mystery', 'Sci-Fi', 'Seinen', 'Super Power']", OVA,1989,6.61
